soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease,soil_type_encoded,Disease_encoded
Hydromorphes,7.0,29.6,60.1,1.13,68.0,91.4,31.8,18.1,Élevée,Charcoal Rot,3,1
Limoneux,6.5,30.8,40.7,0.81,102.1,173.2,31.0,16.9,Moyenne,Anthracnose,4,0
Limoneux,7.2,27.5,54.8,0.89,133.7,81.2,36.7,28.7,Moyenne,Nématodose,4,3
Hydromorphes,7.0,29.2,58.4,1.5,64.8,72.2,31.9,18.0,Élevée,Sclérotiniose,3,4
Hydromorphes,6.0,28.1,68.4,1.04,121.0,93.3,14.9,19.1,Moyenne,Nématodose,3,3
Sableux,6.2,35.4,29.4,0.26,67.5,145.3,29.5,19.6,Faible,Sclérotiniose,5,4
Limoneux,7.5,30.5,43.0,1.06,141.7,135.6,28.2,6.6,Moyenne,Charcoal Rot,4,1
Sableux,6.0,35.4,34.1,0.3,66.2,131.0,27.9,18.3,Faible,Anthracnose,5,0
Ferrugineux tropicaux,5.4,32.6,32.9,0.44,91.5,152.2,20.1,12.5,Faible,Sclérotiniose,1,4
Ferrugineux tropicaux,5.9,32.9,33.4,0.32,65.2,197.0,12.4,20.3,Faible,Charcoal Rot,1,1
Graveleux,5.6,39.3,27.0,0.16,118.4,186.1,21.8,24.7,Faible,Fusariose,2,2
Graveleux,5.5,35.1,29.7,0.22,110.8,90.5,17.3,9.3,Faible,Sclérotiniose,2,4
Ferrugineux tropicaux,5.8,30.2,29.1,0.37,119.8,122.2,26.4,28.4,Faible,Charcoal Rot,1,1
Hydromorphes,6.9,29.0,65.2,1.32,77.9,123.9,15.5,17.9,Moyenne,Nématodose,3,3
Argilo-sableux,6.1,30.7,32.4,0.53,128.9,76.3,32.0,5.6,Moyenne,Nématodose,0,3
Limoneux,7.0,26.2,47.2,0.93,107.5,115.7,35.6,21.6,Moyenne,Charcoal Rot,4,1
Sableux,5.6,34.4,29.1,0.3,89.6,183.0,22.8,9.2,Faible,Charcoal Rot,5,1
Ferrugineux tropicaux,5.8,32.9,23.6,0.5,117.4,141.3,22.2,13.6,Moyenne,Nématodose,1,3
Limoneux,6.8,31.9,48.2,0.88,119.4,198.3,21.5,9.9,Moyenne,Sclérotiniose,4,4
Sableux,5.7,34.4,27.3,0.39,127.5,196.5,13.1,22.0,Faible,Nématodose,5,3
Argilo-sableux,6.9,33.4,42.0,0.64,142.5,130.2,19.9,17.5,Moyenne,Fusariose,0,2
Sableux,6.0,37.3,28.4,0.35,71.9,192.4,14.9,15.8,Faible,Fusariose,5,2
Limoneux,7.0,26.3,52.3,0.99,109.0,88.3,20.4,24.2,Moyenne,Fusariose,4,2
Ferrugineux tropicaux,5.4,31.5,30.8,0.32,115.2,132.2,28.4,10.3,Faible,Charcoal Rot,1,1
Ferrugineux tropicaux,5.3,33.1,37.3,0.41,91.9,95.8,38.0,21.6,Faible,Charcoal Rot,1,1
Argilo-sableux,7.0,29.3,35.8,0.64,71.2,129.7,16.5,10.8,Moyenne,Fusariose,0,2
Limoneux,7.2,28.4,48.5,1.08,123.3,83.2,10.2,18.1,Moyenne,Anthracnose,4,0
Ferrugineux tropicaux,5.0,33.9,32.3,0.35,85.7,131.7,30.4,16.3,Faible,Anthracnose,1,0
Graveleux,5.1,39.6,20.1,0.25,117.7,177.2,22.4,6.9,Faible,Sclérotiniose,2,4
Graveleux,5.1,39.2,21.6,0.12,117.9,158.4,18.1,20.2,Faible,Anthracnose,2,0
Hydromorphes,6.5,26.1,64.2,1.19,100.5,179.4,38.8,29.6,Élevée,Fusariose,3,2
Sableux,5.5,38.0,29.3,0.37,143.9,112.4,27.4,24.2,Faible,Sclérotiniose,5,4
Sableux,5.5,35.8,30.1,0.24,98.5,74.1,11.2,14.5,Faible,Nématodose,5,3
Ferrugineux tropicaux,5.5,30.1,34.9,0.49,142.0,117.5,37.9,11.5,Faible,Fusariose,1,2
Limoneux,6.6,29.6,52.8,0.95,143.9,106.1,23.5,10.9,Moyenne,Sclérotiniose,4,4
Limoneux,6.6,30.9,53.6,0.97,109.7,93.6,33.2,21.3,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.0,33.6,33.2,0.68,84.3,190.0,28.7,13.5,Moyenne,Anthracnose,0,0
Sableux,6.3,37.5,26.0,0.32,126.3,172.7,15.3,29.6,Faible,Nématodose,5,3
Limoneux,6.6,26.1,51.8,0.84,108.5,80.6,24.7,13.7,Moyenne,Nématodose,4,3
Sableux,5.6,35.4,27.0,0.31,104.6,101.4,19.5,22.3,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.3,30.3,36.3,0.37,114.8,138.8,27.0,7.0,Faible,Nématodose,1,3
Hydromorphes,6.6,28.0,61.1,1.31,72.9,89.6,39.1,21.1,Élevée,Nématodose,3,3
Sableux,5.9,36.2,25.0,0.29,111.8,161.7,15.9,23.6,Faible,Anthracnose,5,0
Limoneux,7.1,28.2,45.6,0.82,97.9,102.3,25.8,8.3,Moyenne,Charcoal Rot,4,1
Limoneux,6.7,30.8,40.8,1.16,98.0,131.0,38.6,25.4,Élevée,Fusariose,4,2
Limoneux,7.4,26.9,49.8,0.91,124.6,80.2,18.3,13.4,Moyenne,Charcoal Rot,4,1
Sableux,5.6,33.8,22.8,0.37,97.4,119.3,30.5,26.5,Faible,Sclérotiniose,5,4
Sableux,6.3,37.9,22.3,0.26,102.8,141.6,14.9,21.5,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.6,30.7,21.3,0.44,118.5,82.2,37.5,29.1,Faible,Fusariose,1,2
Argilo-sableux,6.8,28.0,37.4,0.65,88.9,100.2,19.5,25.3,Moyenne,Charcoal Rot,0,1
Graveleux,5.6,37.3,23.8,0.27,95.5,122.7,38.2,24.7,Faible,Anthracnose,2,0
Sableux,6.3,36.6,31.0,0.36,64.6,195.7,10.2,22.1,Faible,Fusariose,5,2
Graveleux,6.0,37.5,15.0,0.25,121.3,85.9,18.3,7.9,Faible,Sclérotiniose,2,4
Graveleux,5.3,35.0,27.7,0.18,119.6,171.3,14.1,5.0,Faible,Anthracnose,2,0
Sableux,6.2,32.8,20.8,0.38,75.6,118.7,25.3,16.9,Faible,Nématodose,5,3
Argilo-sableux,6.6,33.6,39.2,0.63,76.2,162.2,10.9,11.0,Moyenne,Sclérotiniose,0,4
Graveleux,5.8,37.7,18.0,0.2,68.6,121.0,13.7,19.8,Faible,Charcoal Rot,2,1
Graveleux,5.3,35.9,15.8,0.21,65.2,157.2,13.0,19.8,Faible,Sclérotiniose,2,4
Graveleux,5.8,37.5,26.5,0.26,130.9,129.3,17.1,28.6,Faible,Nématodose,2,3
Ferrugineux tropicaux,5.1,35.1,34.1,0.34,147.8,166.0,37.5,27.5,Faible,Charcoal Rot,1,1
Argilo-sableux,6.7,28.3,42.7,0.61,68.0,74.4,24.9,5.1,Moyenne,Charcoal Rot,0,1
Sableux,5.9,32.7,27.8,0.36,87.2,112.3,14.1,12.6,Faible,Charcoal Rot,5,1
Limoneux,7.3,29.2,51.3,1.14,65.7,98.3,15.8,22.5,Moyenne,Nématodose,4,3
Graveleux,5.8,38.8,23.9,0.15,104.9,75.8,38.1,12.2,Faible,Anthracnose,2,0
Limoneux,7.3,29.7,43.3,1.13,81.9,178.4,30.2,26.3,Élevée,Fusariose,4,2
Ferrugineux tropicaux,5.8,30.2,30.6,0.34,138.3,83.8,16.1,9.8,Faible,Charcoal Rot,1,1
Sableux,5.8,34.4,23.0,0.2,97.5,135.1,33.9,27.1,Faible,Charcoal Rot,5,1
Limoneux,7.1,30.2,44.7,1.17,112.9,153.9,11.2,9.5,Moyenne,Anthracnose,4,0
Limoneux,7.4,31.6,41.3,1.03,95.9,110.0,25.4,14.2,Moyenne,Sclérotiniose,4,4
Ferrugineux tropicaux,5.6,35.8,22.0,0.35,93.3,181.7,30.9,21.0,Faible,Anthracnose,1,0
Limoneux,7.1,27.6,41.3,0.87,75.5,124.6,20.7,13.2,Moyenne,Sclérotiniose,4,4
Ferrugineux tropicaux,5.0,31.0,28.4,0.43,95.3,192.8,31.1,17.5,Faible,Anthracnose,1,0
Ferrugineux tropicaux,5.7,34.9,33.2,0.34,62.0,193.8,24.8,29.1,Faible,Anthracnose,1,0
Ferrugineux tropicaux,5.4,34.3,30.9,0.34,135.4,151.4,34.4,15.5,Faible,Charcoal Rot,1,1
Limoneux,6.5,27.5,52.2,0.99,121.5,146.7,20.8,8.4,Moyenne,Anthracnose,4,0
Graveleux,5.5,34.9,16.2,0.23,80.8,81.7,20.6,27.9,Faible,Anthracnose,2,0
Hydromorphes,6.2,25.0,64.4,1.46,110.1,106.0,29.5,7.0,Moyenne,Charcoal Rot,3,1
Sableux,5.5,34.3,25.3,0.39,129.1,149.0,29.8,7.3,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.5,35.0,22.4,0.4,73.4,122.6,11.1,11.1,Faible,Charcoal Rot,1,1
Ferrugineux tropicaux,5.1,31.1,25.2,0.49,66.0,131.3,37.2,6.9,Faible,Nématodose,1,3
Argilo-sableux,6.5,32.8,41.9,0.65,131.4,175.0,21.8,22.5,Moyenne,Charcoal Rot,0,1
Hydromorphes,6.0,25.0,50.4,1.23,96.6,99.8,32.0,14.8,Élevée,Charcoal Rot,3,1
Hydromorphes,6.0,25.6,69.4,1.13,128.0,108.5,25.7,14.5,Moyenne,Nématodose,3,3
Sableux,6.4,32.6,31.8,0.35,108.4,178.7,34.1,14.2,Faible,Charcoal Rot,5,1
Limoneux,7.2,31.0,51.4,1.12,107.6,95.0,22.5,5.0,Moyenne,Anthracnose,4,0
Hydromorphes,6.6,27.2,51.0,1.08,94.8,84.0,17.6,25.9,Moyenne,Charcoal Rot,3,1
Sableux,5.9,35.2,26.5,0.39,121.4,185.0,32.7,10.9,Faible,Nématodose,5,3
Sableux,5.8,36.2,25.3,0.28,89.6,86.3,30.8,15.3,Faible,Sclérotiniose,5,4
Hydromorphes,6.5,27.7,57.7,1.35,138.8,124.4,34.2,23.3,Élevée,Nématodose,3,3
Sableux,6.2,32.0,21.7,0.29,114.1,147.3,20.4,6.9,Faible,Charcoal Rot,5,1
Hydromorphes,6.5,25.3,53.9,1.48,148.9,176.3,26.0,17.3,Moyenne,Sclérotiniose,3,4
Limoneux,6.6,28.7,43.6,1.05,106.8,123.5,17.8,20.3,Moyenne,Charcoal Rot,4,1
Graveleux,5.5,34.2,22.8,0.2,129.4,143.4,25.4,7.5,Faible,Sclérotiniose,2,4
Argilo-sableux,6.6,31.4,36.3,0.53,110.8,143.7,28.6,22.3,Moyenne,Charcoal Rot,0,1
Limoneux,6.6,26.8,49.0,1.19,68.1,197.0,13.6,19.7,Moyenne,Sclérotiniose,4,4
Sableux,5.6,36.1,29.2,0.21,117.9,156.4,24.9,13.2,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.3,33.0,25.2,0.44,87.9,83.6,15.7,27.3,Faible,Nématodose,1,3
Ferrugineux tropicaux,5.5,33.2,38.2,0.46,87.7,146.5,12.1,16.1,Faible,Charcoal Rot,1,1
Graveleux,5.6,38.1,30.0,0.15,84.0,119.7,20.0,21.7,Faible,Charcoal Rot,2,1
Ferrugineux tropicaux,5.8,30.4,38.3,0.43,113.4,148.7,32.2,21.9,Faible,Fusariose,1,2
Graveleux,5.3,34.3,18.4,0.13,141.1,128.0,22.8,15.4,Faible,Sclérotiniose,2,4
Hydromorphes,6.6,28.4,62.0,1.3,82.2,141.9,32.0,8.7,Élevée,Anthracnose,3,0
Graveleux,5.9,35.9,19.0,0.27,143.1,128.3,15.9,5.7,Faible,Sclérotiniose,2,4
Ferrugineux tropicaux,5.7,34.7,29.5,0.43,91.1,93.8,23.9,10.9,Faible,Anthracnose,1,0
Hydromorphes,6.7,29.5,66.6,1.43,109.9,120.9,38.0,11.0,Élevée,Fusariose,3,2
Sableux,5.9,33.9,21.7,0.38,95.6,90.6,29.4,7.6,Faible,Sclérotiniose,5,4
Graveleux,5.0,34.1,19.6,0.12,101.5,171.0,19.7,15.1,Faible,Fusariose,2,2
Hydromorphes,6.1,25.7,58.6,1.09,85.8,141.8,28.5,21.7,Moyenne,Fusariose,3,2
Hydromorphes,6.9,27.6,53.7,1.14,139.0,83.3,37.2,11.4,Élevée,Fusariose,3,2
Ferrugineux tropicaux,5.4,31.7,31.8,0.43,117.2,161.9,34.9,9.5,Faible,Charcoal Rot,1,1
Limoneux,7.1,27.1,49.8,0.83,99.7,146.7,37.4,26.1,Moyenne,Sclérotiniose,4,4
Hydromorphes,6.6,28.5,69.5,1.33,95.9,186.1,14.4,20.0,Moyenne,Anthracnose,3,0
Limoneux,6.5,27.7,40.8,1.13,106.0,182.4,30.2,6.5,Élevée,Anthracnose,4,0
Graveleux,5.7,35.2,16.7,0.11,110.8,139.8,12.7,20.4,Faible,Sclérotiniose,2,4
Graveleux,5.5,35.3,20.6,0.27,101.9,112.0,39.1,13.4,Faible,Nématodose,2,3
Argilo-sableux,6.0,33.5,36.0,0.62,70.5,144.7,31.2,24.0,Moyenne,Nématodose,0,3
Argilo-sableux,6.0,28.5,44.7,0.67,114.9,168.7,24.3,15.9,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.2,29.7,44.8,0.56,138.2,105.3,28.3,19.5,Moyenne,Sclérotiniose,0,4
Ferrugineux tropicaux,5.9,32.2,39.4,0.34,61.1,71.6,31.6,21.0,Faible,Sclérotiniose,1,4
Sableux,5.9,34.1,21.5,0.21,139.2,142.3,15.7,18.9,Faible,Fusariose,5,2
Hydromorphes,6.1,25.4,68.7,1.22,67.4,85.4,38.9,29.7,Élevée,Nématodose,3,3
Graveleux,5.3,38.0,22.3,0.21,128.7,118.0,20.4,13.9,Faible,Anthracnose,2,0
Ferrugineux tropicaux,5.0,32.3,26.6,0.38,114.2,127.2,39.3,6.7,Faible,Anthracnose,1,0
Hydromorphes,6.8,25.7,50.0,1.27,93.5,75.1,25.0,20.0,Moyenne,Nématodose,3,3
Graveleux,5.1,36.3,28.4,0.17,81.8,183.3,31.0,27.1,Faible,Nématodose,2,3
Ferrugineux tropicaux,5.2,32.6,35.9,0.43,62.6,158.4,32.2,12.9,Faible,Sclérotiniose,1,4
Graveleux,5.3,36.6,17.5,0.23,137.4,90.0,22.1,18.0,Faible,Anthracnose,2,0
Limoneux,7.0,30.0,43.8,0.84,104.4,181.2,35.7,22.9,Moyenne,Sclérotiniose,4,4
Sableux,6.1,36.9,23.7,0.4,109.5,132.0,20.4,29.3,Faible,Anthracnose,5,0
Argilo-sableux,6.2,32.1,32.2,0.57,95.8,92.1,31.7,28.8,Moyenne,Fusariose,0,2
Limoneux,6.9,27.9,49.2,1.14,105.1,166.7,16.3,20.3,Moyenne,Nématodose,4,3
Graveleux,5.3,35.8,24.2,0.22,105.7,141.2,18.1,28.3,Faible,Fusariose,2,2
Argilo-sableux,7.0,29.7,33.3,0.69,61.1,129.5,27.2,9.1,Moyenne,Fusariose,0,2
Hydromorphes,6.0,28.0,69.4,1.18,100.1,185.2,19.9,23.2,Moyenne,Sclérotiniose,3,4
Graveleux,5.1,37.0,26.5,0.18,99.8,161.6,17.3,13.7,Faible,Anthracnose,2,0
Ferrugineux tropicaux,5.2,33.0,38.8,0.48,133.5,115.8,36.1,17.1,Faible,Fusariose,1,2
Limoneux,6.7,26.2,51.9,1.18,75.5,160.4,19.7,13.0,Moyenne,Nématodose,4,3
Limoneux,6.8,26.2,45.4,1.12,76.8,134.1,32.1,14.5,Élevée,Nématodose,4,3
Graveleux,5.7,36.7,26.0,0.19,89.6,146.2,22.2,23.8,Faible,Fusariose,2,2
Limoneux,7.2,30.1,53.1,1.05,62.8,180.8,36.5,29.6,Élevée,Nématodose,4,3
Limoneux,6.5,28.9,50.2,0.81,65.1,147.8,23.1,24.3,Moyenne,Sclérotiniose,4,4
Limoneux,6.9,28.4,49.7,1.06,88.7,103.6,32.5,15.0,Élevée,Fusariose,4,2
Ferrugineux tropicaux,5.9,30.7,21.0,0.34,73.3,79.2,10.4,10.3,Faible,Sclérotiniose,1,4
Argilo-sableux,6.5,33.9,43.2,0.61,96.7,94.0,28.7,7.5,Moyenne,Nématodose,0,3
Hydromorphes,6.2,28.7,55.4,1.37,135.9,169.7,24.7,12.1,Moyenne,Charcoal Rot,3,1
Graveleux,5.3,35.6,24.1,0.14,67.3,116.5,16.0,11.4,Faible,Fusariose,2,2
Sableux,5.9,34.0,23.2,0.25,113.4,73.0,28.2,9.2,Faible,Charcoal Rot,5,1
Graveleux,5.3,39.1,21.5,0.13,67.7,184.9,15.0,20.2,Faible,Nématodose,2,3
Limoneux,6.8,29.2,50.3,1.2,117.7,83.6,22.3,28.2,Moyenne,Anthracnose,4,0
Ferrugineux tropicaux,5.6,34.5,21.6,0.31,123.0,166.6,24.2,28.5,Faible,Sclérotiniose,1,4
Graveleux,5.8,39.6,19.6,0.22,78.7,75.0,14.0,19.1,Faible,Nématodose,2,3
Hydromorphes,6.3,28.6,50.1,1.01,65.3,165.0,24.0,16.3,Moyenne,Fusariose,3,2
Hydromorphes,6.3,27.2,59.8,1.17,127.0,93.2,23.4,20.3,Moyenne,Sclérotiniose,3,4
Limoneux,7.4,28.8,46.4,1.12,94.9,144.7,15.6,12.4,Moyenne,Charcoal Rot,4,1
Argilo-sableux,6.2,30.1,37.0,0.51,64.1,90.1,12.9,8.3,Moyenne,Nématodose,0,3
Limoneux,7.4,31.8,48.7,1.05,121.4,105.1,14.5,12.5,Moyenne,Fusariose,4,2
Argilo-sableux,6.8,31.2,44.8,0.64,147.0,136.0,17.6,12.7,Moyenne,Sclérotiniose,0,4
Argilo-sableux,6.6,33.7,43.3,0.63,137.6,128.4,19.3,14.4,Moyenne,Nématodose,0,3
Limoneux,7.1,31.0,51.3,0.92,61.4,122.8,34.1,28.4,Moyenne,Sclérotiniose,4,4
Ferrugineux tropicaux,5.3,35.6,27.3,0.41,120.3,140.3,37.0,19.2,Faible,Sclérotiniose,1,4
Sableux,5.8,36.7,22.9,0.26,62.7,125.9,24.0,27.6,Faible,Nématodose,5,3
Limoneux,6.8,27.9,53.7,0.98,132.7,120.3,39.1,24.7,Moyenne,Fusariose,4,2
Limoneux,7.3,31.1,50.3,0.92,147.3,127.1,14.0,20.6,Moyenne,Nématodose,4,3
Hydromorphes,6.3,29.8,56.2,1.32,143.0,160.4,31.7,22.1,Élevée,Anthracnose,3,0
Sableux,6.1,36.7,20.1,0.26,134.4,90.0,36.0,8.4,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.0,31.5,27.1,0.47,106.5,85.0,23.5,23.0,Faible,Anthracnose,1,0
Limoneux,6.9,31.0,45.7,0.85,120.7,137.5,23.0,18.7,Moyenne,Nématodose,4,3
Argilo-sableux,6.4,33.3,38.4,0.62,111.8,142.0,35.9,11.2,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.2,32.2,23.0,0.43,92.2,158.1,24.3,12.2,Faible,Sclérotiniose,1,4
Argilo-sableux,6.0,33.6,43.0,0.56,136.3,164.1,13.3,23.4,Moyenne,Anthracnose,0,0
Argilo-sableux,6.9,32.1,43.3,0.65,116.1,144.6,23.6,9.3,Moyenne,Anthracnose,0,0
Limoneux,7.1,29.0,53.0,1.05,102.2,94.4,22.8,15.9,Moyenne,Anthracnose,4,0
Limoneux,6.9,29.6,49.0,1.14,130.8,99.4,23.1,17.1,Moyenne,Sclérotiniose,4,4
Hydromorphes,7.0,29.4,63.7,1.02,108.4,178.5,31.3,5.1,Élevée,Fusariose,3,2
Sableux,5.7,35.2,28.4,0.31,138.0,174.8,33.9,29.7,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.2,32.8,39.5,0.4,87.5,163.0,15.9,5.0,Faible,Sclérotiniose,1,4
Argilo-sableux,6.4,32.5,34.3,0.6,90.7,107.5,22.2,7.0,Moyenne,Sclérotiniose,0,4
Graveleux,5.2,39.7,24.5,0.23,130.7,133.9,38.9,24.8,Faible,Nématodose,2,3
Limoneux,6.7,30.5,54.8,1.1,102.3,165.0,34.3,18.0,Élevée,Nématodose,4,3
Hydromorphes,6.5,25.6,54.5,1.47,63.2,71.8,28.2,23.0,Moyenne,Sclérotiniose,3,4
Ferrugineux tropicaux,5.8,31.2,24.0,0.35,143.3,99.3,22.3,10.8,Faible,Fusariose,1,2
Hydromorphes,6.9,25.3,65.5,1.02,117.3,111.9,29.9,28.9,Moyenne,Sclérotiniose,3,4
Limoneux,6.8,29.1,49.3,1.07,140.1,197.0,26.1,27.3,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.1,31.0,36.9,0.6,143.5,179.5,35.3,22.9,Moyenne,Anthracnose,0,0
Hydromorphes,6.8,27.4,58.4,1.2,94.4,76.9,30.2,26.9,Élevée,Charcoal Rot,3,1
Sableux,5.9,34.7,21.7,0.24,149.3,138.1,19.0,10.4,Faible,Fusariose,5,2
Sableux,5.6,32.6,23.3,0.37,63.8,166.8,24.1,6.8,Faible,Fusariose,5,2
Argilo-sableux,6.4,33.6,41.7,0.63,117.0,96.2,33.1,22.7,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.0,33.8,34.9,0.57,122.2,126.8,37.0,14.8,Moyenne,Fusariose,0,2
Sableux,6.4,35.7,21.9,0.34,87.1,170.4,23.5,24.1,Faible,Sclérotiniose,5,4
Argilo-sableux,6.2,31.6,34.9,0.65,68.3,135.5,18.9,18.0,Moyenne,Nématodose,0,3
Hydromorphes,6.6,28.5,69.8,1.22,125.6,106.6,34.8,28.1,Élevée,Sclérotiniose,3,4
Limoneux,6.9,27.5,40.7,1.16,100.1,106.4,11.5,27.4,Moyenne,Sclérotiniose,4,4
Graveleux,5.5,38.1,21.7,0.11,90.8,79.4,14.4,6.8,Faible,Fusariose,2,2
Ferrugineux tropicaux,5.9,30.1,28.2,0.49,127.3,102.5,17.4,18.2,Faible,Anthracnose,1,0
Hydromorphes,6.3,27.5,69.8,1.42,71.9,142.1,35.8,22.8,Élevée,Anthracnose,3,0
Limoneux,6.7,30.3,54.8,0.95,102.3,95.0,37.5,14.7,Moyenne,Charcoal Rot,4,1
Limoneux,6.7,26.8,44.2,0.91,98.3,153.6,30.8,9.5,Moyenne,Charcoal Rot,4,1
Hydromorphes,6.4,25.8,51.8,1.42,115.8,118.7,12.6,25.0,Moyenne,Sclérotiniose,3,4
Argilo-sableux,6.6,28.7,42.1,0.62,135.1,175.7,39.4,13.0,Moyenne,Charcoal Rot,0,1
Sableux,5.9,37.7,29.6,0.21,89.6,171.1,32.4,15.2,Faible,Charcoal Rot,5,1
Hydromorphes,6.5,26.8,55.6,1.42,114.6,153.2,34.5,7.4,Élevée,Charcoal Rot,3,1
Graveleux,5.4,34.7,16.3,0.29,112.3,153.9,19.0,12.4,Faible,Anthracnose,2,0
Hydromorphes,6.9,27.8,63.3,1.16,131.4,90.9,13.2,22.5,Moyenne,Charcoal Rot,3,1
Argilo-sableux,6.9,32.6,41.7,0.69,139.9,180.1,18.6,11.8,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.5,31.1,35.9,0.49,88.1,181.5,11.5,29.0,Faible,Nématodose,1,3
Limoneux,7.4,26.5,41.7,0.99,77.7,109.7,27.6,15.6,Moyenne,Anthracnose,4,0
Graveleux,5.6,36.5,26.0,0.24,118.3,145.5,20.6,10.1,Faible,Anthracnose,2,0
Argilo-sableux,6.7,29.7,35.4,0.65,96.6,192.5,30.3,21.2,Moyenne,Charcoal Rot,0,1
Limoneux,6.6,28.1,49.7,1.11,118.1,147.1,28.1,7.1,Moyenne,Nématodose,4,3
Limoneux,6.7,26.4,52.9,1.17,128.2,124.6,36.5,11.4,Élevée,Fusariose,4,2
Hydromorphes,6.4,27.8,65.4,1.32,75.1,105.1,33.0,16.3,Élevée,Nématodose,3,3
Sableux,6.4,37.1,33.7,0.22,99.2,81.8,16.3,14.3,Faible,Sclérotiniose,5,4
Hydromorphes,6.6,25.2,52.3,1.02,76.2,141.8,24.2,18.1,Moyenne,Fusariose,3,2
Hydromorphes,6.1,29.7,68.9,1.47,120.3,113.7,19.9,29.1,Moyenne,Anthracnose,3,0
Hydromorphes,6.1,27.0,53.4,1.08,109.7,198.5,29.6,11.6,Moyenne,Fusariose,3,2
Graveleux,5.2,37.6,21.4,0.18,148.7,182.7,25.4,10.2,Faible,Sclérotiniose,2,4
Argilo-sableux,6.0,32.8,35.6,0.56,60.5,149.9,36.9,29.8,Moyenne,Sclérotiniose,0,4
Limoneux,7.4,29.1,44.0,1.2,112.2,137.5,16.4,21.9,Moyenne,Sclérotiniose,4,4
Graveleux,5.9,39.7,29.7,0.23,85.7,147.4,31.1,24.3,Faible,Anthracnose,2,0
Argilo-sableux,6.1,33.1,34.5,0.68,121.3,135.1,30.8,25.2,Moyenne,Sclérotiniose,0,4
Hydromorphes,6.7,26.1,67.6,1.21,64.2,130.5,16.9,23.8,Moyenne,Sclérotiniose,3,4
Sableux,6.0,33.7,24.5,0.32,83.4,106.0,30.8,17.5,Faible,Anthracnose,5,0
Graveleux,5.7,39.8,24.4,0.22,93.0,113.2,22.3,26.7,Faible,Sclérotiniose,2,4
Sableux,6.0,37.9,20.4,0.23,109.6,128.4,27.5,24.7,Faible,Charcoal Rot,5,1
Argilo-sableux,6.5,28.9,41.8,0.54,146.7,153.7,10.2,20.0,Moyenne,Fusariose,0,2
Graveleux,5.9,34.8,26.3,0.21,85.0,139.2,26.2,21.4,Faible,Anthracnose,2,0
Graveleux,5.0,35.2,21.3,0.27,138.5,88.2,36.9,14.6,Faible,Nématodose,2,3
Limoneux,7.4,31.7,52.5,1.17,140.6,139.2,38.4,21.6,Élevée,Fusariose,4,2
Argilo-sableux,6.0,33.4,37.8,0.7,137.7,100.7,30.4,15.7,Moyenne,Anthracnose,0,0
Limoneux,6.6,27.6,54.1,1.13,119.4,120.8,18.6,27.9,Moyenne,Fusariose,4,2
Graveleux,6.0,35.5,28.5,0.2,139.8,71.3,25.2,22.6,Faible,Fusariose,2,2
Limoneux,7.0,29.4,50.8,1.01,73.3,152.5,19.8,17.3,Moyenne,Nématodose,4,3
Limoneux,7.5,28.7,40.9,1.15,140.4,142.2,29.7,16.0,Moyenne,Fusariose,4,2
Graveleux,5.9,34.2,26.4,0.12,125.3,141.4,38.6,7.2,Faible,Nématodose,2,3
Limoneux,6.7,30.0,40.6,1.15,104.9,92.7,24.4,23.2,Moyenne,Charcoal Rot,4,1
Ferrugineux tropicaux,5.7,33.5,21.8,0.49,148.5,171.3,33.0,29.6,Faible,Nématodose,1,3
Sableux,6.0,37.3,25.8,0.28,120.0,175.5,10.7,15.0,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,6.0,30.3,31.4,0.31,123.2,189.4,26.5,16.8,Faible,Fusariose,1,2
Argilo-sableux,6.6,30.9,34.7,0.6,129.8,97.5,32.0,29.6,Moyenne,Fusariose,0,2
Limoneux,6.8,28.5,49.7,1.16,79.5,105.7,19.6,16.4,Moyenne,Fusariose,4,2
Argilo-sableux,6.0,30.1,31.9,0.52,138.3,133.6,39.4,7.0,Moyenne,Nématodose,0,3
Sableux,6.4,36.7,26.1,0.31,66.8,149.9,23.6,29.1,Faible,Nématodose,5,3
Graveleux,5.3,34.8,21.7,0.27,111.5,72.2,12.1,20.6,Faible,Nématodose,2,3
Hydromorphes,6.5,26.4,57.4,1.39,114.9,199.0,31.9,6.4,Élevée,Anthracnose,3,0
Sableux,5.9,34.0,24.0,0.24,102.2,97.1,27.7,22.7,Faible,Charcoal Rot,5,1
Hydromorphes,6.4,26.8,58.2,1.45,60.4,129.8,32.9,15.2,Élevée,Nématodose,3,3
Hydromorphes,6.9,25.3,58.8,1.38,133.6,150.8,19.0,24.7,Moyenne,Sclérotiniose,3,4
