soil_type,pH,potassium,phosphore,azote,humidite,EC,temperature,rainfall,culture_recommandee
Salin,6.53,249.8,49.3,0.124,6.4,0.37,25.3,484.9,Patate douce
Limonneux,6.22,67.6,23.7,0.194,27.1,1.94,26.8,160.4,Manioc
Rocheux,7.13,279.2,12.4,0.242,22.2,0.92,42.5,688.8,Patate douce
Salin,6.52,192.9,45.8,0.175,11.3,1.36,32.9,189.2,Patate douce
Argileux,5.65,253.8,59.7,0.21,5.8,0.92,37.7,195.5,Sésame
Rocheux,6.78,196.4,50.0,0.119,24.0,1.98,44.3,292.0,Manioc
Rocheux,7.37,128.8,47.2,0.233,17.8,0.9,29.2,334.9,Sésame
Argileux,7.22,198.0,18.7,0.029,30.3,0.12,33.9,738.8,Manioc
Rocheux,7.18,205.4,40.3,0.164,13.6,0.99,41.0,392.0,Riz pluvial
Rocheux,6.92,207.1,37.3,0.272,19.2,0.8,37.8,657.8,Riz pluvial
Limonneux,6.38,65.9,47.1,0.163,27.1,2.02,33.4,295.1,Riz pluvial
Sableux,7.87,71.6,33.6,0.123,12.3,2.25,40.5,348.2,Niébé
Sableux,6.23,295.0,31.0,0.088,23.0,1.05,41.7,540.9,Mil
Sableux,6.07,53.9,7.4,0.109,34.4,1.62,32.5,695.7,Niébé
Salin,6.31,85.0,15.3,0.142,34.1,1.47,41.9,535.8,Arachide
Sableux,7.89,157.4,16.1,0.227,27.7,0.14,35.5,688.1,Arachide
Rocheux,7.64,153.4,59.3,0.25,5.2,0.35,39.6,759.3,Sésame
Limonneux,6.24,158.0,6.0,0.16,7.9,2.03,36.6,560.1,Mil
Argileux,6.51,118.8,32.9,0.072,20.5,0.57,43.7,716.9,Patate douce
Limonneux,7.2,292.4,19.2,0.107,29.0,0.68,36.3,708.0,Sésame
Sableux,6.48,150.6,56.7,0.299,38.4,1.88,42.4,329.9,Maïs
Argileux,7.61,231.5,45.3,0.221,6.2,1.36,40.2,527.8,Manioc
Argileux,6.88,278.5,17.5,0.112,5.7,1.83,31.8,491.7,Riz pluvial
Rocheux,6.93,262.9,47.7,0.037,26.3,0.79,30.2,474.8,Patate douce
Argileux,7.22,111.5,7.2,0.215,13.8,1.95,36.5,139.4,Niébé
Argileux,7.17,293.8,32.4,0.27,13.3,1.34,42.8,544.5,Manioc
Limonneux,5.8,72.6,49.6,0.115,35.8,2.22,33.2,373.3,Mil
Salin,7.61,118.5,52.8,0.295,12.8,1.62,31.5,164.8,Maïs
Limonneux,7.06,165.8,38.7,0.072,32.2,1.66,32.5,266.9,Sorgho
Limonneux,7.28,271.3,14.3,0.239,38.5,0.75,43.1,613.2,Sorgho
Limonneux,7.05,187.0,16.6,0.252,7.9,0.85,43.2,271.4,Riz pluvial
Salin,6.11,286.7,45.4,0.268,27.8,2.2,26.0,268.7,Riz pluvial
Argileux,7.25,175.5,23.0,0.088,34.8,1.0,37.5,770.2,Riz pluvial
Salin,6.56,53.3,33.0,0.129,20.9,0.75,40.6,451.2,Arachide
Salin,6.97,214.7,46.2,0.191,5.0,0.52,36.8,464.5,Niébé
Rocheux,6.02,66.3,26.7,0.093,36.2,2.4,41.8,473.4,Maïs
Sableux,6.52,113.0,52.5,0.12,32.5,1.01,43.0,449.2,Riz pluvial
Argileux,6.0,233.0,31.7,0.121,27.6,0.67,38.6,219.2,Niébé
Sableux,7.34,198.8,25.0,0.295,14.6,0.5,25.0,696.8,Manioc
Salin,7.23,62.4,6.7,0.03,31.8,1.88,34.1,675.8,Sorgho
Sableux,6.66,298.3,12.3,0.039,33.5,1.07,38.1,594.1,Riz pluvial
Limonneux,6.68,187.6,21.6,0.035,39.9,0.85,26.0,650.6,Sésame
Sableux,6.12,57.4,5.1,0.261,17.3,1.2,27.5,616.1,Patate douce
Sableux,7.79,245.1,41.7,0.113,23.2,2.39,34.9,315.1,Mil
Salin,6.9,71.0,55.2,0.214,22.1,2.32,34.6,368.6,Sésame
Salin,6.43,114.9,42.5,0.038,21.4,1.59,26.5,261.6,Mil
Limonneux,6.52,138.9,38.4,0.099,21.2,0.33,32.1,380.8,Sorgho
Limonneux,7.8,115.1,29.1,0.275,40.0,0.25,29.5,277.7,Riz pluvial
Limonneux,5.81,266.9,27.2,0.19,25.1,0.17,28.9,785.6,Patate douce
Rocheux,7.77,294.6,38.2,0.119,33.0,0.66,39.1,366.6,Arachide
Salin,6.65,258.4,16.9,0.27,13.3,1.96,27.9,328.4,Gombo
Limonneux,5.65,291.9,32.4,0.226,22.1,1.26,32.1,331.3,Gombo
Argileux,6.57,232.1,16.8,0.244,23.9,0.81,35.0,643.1,Gombo
Limonneux,5.59,225.8,42.2,0.118,19.2,0.29,25.0,396.1,Niébé
Argileux,6.83,201.9,37.4,0.248,37.2,0.65,30.9,373.6,Maïs
Salin,5.66,60.1,26.0,0.25,27.4,2.08,41.0,385.9,Riz pluvial
Salin,6.48,258.9,39.1,0.18,22.3,0.73,32.9,432.3,Sésame
Argileux,7.05,275.8,28.3,0.134,24.9,1.97,25.1,243.0,Maïs
Rocheux,5.7,102.1,40.5,0.276,8.2,1.99,30.1,339.6,Arachide
Argileux,5.64,90.9,43.3,0.12,9.0,0.8,40.2,366.4,Niébé
Sableux,5.7,166.0,39.2,0.146,10.6,2.01,38.9,522.1,Sésame
Argileux,6.72,246.2,37.3,0.106,35.0,2.18,41.5,600.1,Arachide
Rocheux,5.75,91.3,18.1,0.096,14.2,1.99,42.4,318.4,Maïs
Limonneux,6.49,201.3,8.1,0.167,30.4,2.34,44.7,558.1,Gombo
Salin,6.23,157.1,8.9,0.057,35.4,1.88,43.4,352.7,Patate douce
Argileux,6.29,281.5,17.8,0.146,7.7,1.48,37.6,181.7,Maïs
Limonneux,6.19,238.7,28.2,0.189,7.0,1.22,39.3,448.3,Arachide
Rocheux,5.76,180.5,14.2,0.095,5.5,0.95,42.5,365.9,Sésame
Salin,7.38,234.3,27.1,0.291,32.3,1.12,40.9,432.6,Gombo
Rocheux,5.82,282.6,34.2,0.181,32.8,1.09,26.3,727.5,Sésame
Limonneux,6.98,137.7,56.2,0.139,23.4,1.32,29.8,680.7,Mil
Rocheux,6.37,294.0,12.9,0.292,28.3,0.3,40.5,171.7,Patate douce
Argileux,6.61,105.8,23.8,0.173,34.2,0.53,32.6,562.4,Mil
Salin,7.32,156.9,31.2,0.283,29.4,1.07,32.8,503.3,Patate douce
Sableux,5.53,223.8,9.0,0.061,17.7,0.23,42.5,192.6,Mil
Rocheux,7.73,155.7,43.8,0.119,15.2,0.71,28.6,130.1,Sésame
Argileux,7.62,262.0,29.3,0.069,39.9,1.72,28.6,108.7,Niébé
Sableux,5.52,261.3,59.5,0.184,33.0,1.7,32.4,338.9,Sorgho
Argileux,6.87,126.2,22.1,0.279,35.9,2.06,31.5,635.2,Sésame
Sableux,6.13,77.1,24.7,0.118,13.8,1.19,38.1,575.5,Maïs
Rocheux,7.68,201.3,54.3,0.187,39.3,1.04,37.3,397.8,Arachide
Argileux,6.17,206.1,8.0,0.296,31.9,1.91,35.6,398.8,Arachide
Rocheux,5.92,269.0,26.0,0.264,23.0,0.25,31.7,328.0,Gombo
Limonneux,6.38,99.2,13.7,0.095,22.0,1.92,31.3,546.1,Niébé
Limonneux,5.76,85.3,31.9,0.263,39.8,1.88,29.3,339.8,Patate douce
Sableux,6.25,248.8,52.8,0.116,12.5,1.83,38.0,485.0,Riz pluvial
Sableux,7.17,100.9,25.5,0.268,24.0,2.03,38.8,454.8,Mil
Sableux,7.11,173.8,7.1,0.278,10.3,0.74,38.9,758.7,Manioc
Sableux,6.63,125.8,9.2,0.054,18.2,0.51,31.1,670.1,Patate douce
Argileux,7.51,125.4,7.5,0.278,14.1,1.9,35.5,240.0,Niébé
Sableux,7.14,298.3,19.4,0.202,37.2,1.83,41.0,660.3,Niébé
Salin,6.77,128.5,16.0,0.104,33.2,0.25,30.1,107.4,Niébé
Rocheux,7.2,127.2,29.7,0.239,20.7,1.43,41.1,476.0,Mil
Argileux,6.07,170.6,52.2,0.046,18.3,1.88,43.9,496.6,Gombo
Argileux,7.95,51.8,27.4,0.232,12.7,1.13,44.9,250.8,Mil
Rocheux,7.2,176.9,49.5,0.026,27.8,1.64,45.0,190.5,Gombo
Sableux,7.96,89.0,57.3,0.295,14.2,1.35,42.8,213.1,Sésame
Argileux,6.51,249.4,10.4,0.269,8.9,1.95,32.9,350.4,Gombo
Limonneux,7.62,180.4,55.5,0.061,30.2,0.17,39.8,313.5,Maïs
Sableux,7.13,202.7,58.2,0.204,35.9,2.23,31.8,344.3,Manioc
Salin,6.67,205.3,27.9,0.249,7.1,1.43,33.8,109.4,Arachide
Salin,7.78,289.8,45.4,0.244,24.0,1.98,33.2,113.7,Niébé
Argileux,5.6,51.6,48.1,0.252,6.6,1.85,34.1,444.4,Patate douce
Salin,6.82,131.5,55.2,0.281,24.8,1.38,27.9,344.0,Niébé
Salin,7.35,173.9,52.4,0.284,7.5,2.12,29.6,734.7,Mil
Limonneux,6.09,257.3,39.3,0.174,22.6,2.47,32.4,610.7,Niébé
Sableux,8.0,261.0,58.4,0.155,25.6,0.48,33.5,154.8,Sésame
Limonneux,6.47,191.8,19.7,0.147,22.7,1.32,25.8,444.1,Manioc
Sableux,6.56,270.0,25.9,0.198,6.6,1.84,33.1,519.3,Niébé
Salin,7.75,147.1,43.9,0.187,29.2,2.49,38.8,439.6,Niébé
Rocheux,7.72,270.6,41.0,0.279,12.9,0.17,29.8,486.7,Patate douce
Salin,5.79,75.7,43.4,0.131,22.9,2.02,30.8,493.5,Patate douce
Salin,7.7,263.9,11.3,0.153,8.9,1.03,35.3,503.6,Sorgho
Limonneux,7.97,164.0,50.0,0.117,11.8,2.32,34.8,447.7,Riz pluvial
Limonneux,7.36,217.8,31.9,0.098,11.6,1.12,35.7,617.7,Sésame
Rocheux,7.08,172.8,36.1,0.294,36.1,0.56,40.4,240.5,Patate douce
Argileux,5.68,53.7,26.2,0.234,13.2,0.26,40.5,246.7,Sorgho
Argileux,7.63,194.3,28.4,0.139,39.8,0.21,29.5,240.5,Mil
Limonneux,6.0,172.4,42.9,0.047,35.7,1.07,41.5,165.6,Maïs
Limonneux,6.86,156.6,31.6,0.208,36.2,1.8,34.8,326.4,Manioc
Limonneux,7.37,241.2,58.4,0.244,12.9,1.81,41.9,197.2,Maïs
Rocheux,6.37,246.1,47.0,0.042,37.1,0.18,35.6,411.6,Gombo
Salin,6.98,63.4,59.5,0.074,12.7,1.97,37.2,629.4,Sésame
Limonneux,5.63,253.5,29.4,0.199,37.9,2.03,34.2,601.3,Maïs
Argileux,6.58,175.6,38.9,0.199,7.3,0.61,37.3,364.2,Riz pluvial
Argileux,7.48,178.3,41.6,0.212,36.5,2.46,29.1,498.9,Riz pluvial
Argileux,7.65,123.7,58.0,0.19,18.5,1.48,43.3,273.0,Maïs
Salin,7.3,292.3,19.6,0.107,13.9,0.87,28.7,445.3,Arachide
Argileux,7.69,190.8,35.0,0.069,14.9,0.11,28.7,121.0,Arachide
Argileux,6.31,99.5,8.5,0.084,27.7,1.17,28.3,461.5,Niébé
Sableux,6.32,264.6,29.2,0.193,32.1,0.47,33.0,214.5,Riz pluvial
Salin,6.08,93.8,45.8,0.201,36.5,0.93,33.6,484.4,Gombo
Limonneux,6.53,247.1,57.9,0.155,15.0,0.68,36.4,609.5,Sésame
Rocheux,6.22,63.0,6.2,0.199,19.9,0.45,31.8,593.1,Sésame
Rocheux,7.47,129.8,7.4,0.292,17.9,2.17,25.9,191.9,Gombo
Sableux,7.33,231.0,17.6,0.252,11.6,0.21,32.3,287.8,Riz pluvial
Argileux,7.03,262.7,12.5,0.089,28.2,2.15,30.8,388.3,Sorgho
Sableux,5.65,86.4,52.2,0.089,16.1,2.26,25.9,546.7,Maïs
Rocheux,7.78,136.5,37.6,0.201,33.3,0.79,29.7,144.1,Maïs
Argileux,7.68,114.5,31.7,0.155,14.1,0.88,30.3,136.5,Gombo
Salin,7.65,59.5,39.6,0.256,11.7,1.17,36.4,355.6,Sorgho
Limonneux,7.09,293.1,57.8,0.217,8.4,1.44,34.2,415.2,Arachide
Limonneux,6.18,186.3,51.6,0.246,29.8,0.89,25.9,768.8,Patate douce
Salin,7.75,127.6,40.4,0.157,19.7,1.57,36.8,429.0,Arachide
Salin,5.58,132.1,43.3,0.098,22.3,0.24,27.8,751.6,Riz pluvial
Argileux,7.81,161.2,49.1,0.126,18.6,0.64,34.9,746.5,Arachide
Salin,7.81,160.4,38.2,0.082,26.1,0.46,35.4,530.1,Niébé
Rocheux,5.97,125.9,22.8,0.163,33.8,0.92,34.8,184.7,Arachide
Sableux,7.77,151.7,44.9,0.162,17.8,0.74,29.6,365.9,Sorgho
Argileux,6.34,233.7,46.8,0.055,32.0,0.16,33.1,379.7,Mil
Limonneux,6.3,290.5,32.2,0.07,39.4,0.28,43.8,288.2,Maïs
Limonneux,6.03,265.2,13.1,0.12,24.8,1.35,30.9,294.6,Riz pluvial
Sableux,7.01,251.1,56.6,0.241,8.2,0.56,26.9,377.6,Gombo
Rocheux,6.95,298.8,50.7,0.258,13.3,1.9,27.3,514.1,Gombo
Salin,6.51,268.6,52.1,0.172,18.9,0.31,30.1,426.6,Sorgho
Limonneux,7.98,170.0,38.9,0.229,31.6,2.34,31.2,762.8,Riz pluvial
Rocheux,5.59,175.8,31.6,0.177,25.2,0.71,26.2,557.9,Riz pluvial
Sableux,5.8,151.1,41.7,0.152,22.8,1.6,28.8,503.2,Mil
Argileux,5.79,269.5,17.8,0.207,10.6,1.96,39.6,716.4,Riz pluvial
Limonneux,6.8,291.3,6.2,0.11,12.2,1.88,44.3,254.2,Riz pluvial
Limonneux,7.21,127.6,14.4,0.06,22.8,1.06,40.6,778.2,Sorgho
Sableux,7.19,92.2,46.3,0.177,28.9,2.3,29.3,572.1,Niébé
Argileux,6.06,235.2,9.3,0.068,39.8,0.78,32.0,421.4,Manioc
Argileux,6.38,274.5,39.9,0.28,23.5,1.01,37.8,121.8,Patate douce
Salin,7.81,293.6,19.6,0.129,39.9,1.75,34.0,675.2,Niébé
Salin,5.92,87.8,19.3,0.13,37.6,0.39,30.4,739.1,Sorgho
Rocheux,6.35,170.5,27.9,0.161,20.0,0.26,29.6,318.6,Sorgho
Argileux,5.62,264.1,32.1,0.275,19.8,0.64,26.7,752.9,Mil
Rocheux,5.65,253.6,54.9,0.258,31.7,2.24,32.3,499.8,Sésame
Sableux,5.59,118.8,7.6,0.245,31.5,1.64,31.7,580.1,Maïs
Limonneux,5.92,79.8,20.8,0.101,20.6,2.36,42.3,182.7,Sésame
Salin,6.78,97.1,27.1,0.282,22.4,1.0,44.5,552.2,Niébé
Sableux,6.84,226.8,14.4,0.128,38.3,0.38,27.6,784.0,Riz pluvial
Rocheux,7.44,239.9,59.8,0.288,28.4,0.8,42.1,328.1,Sésame
Salin,7.79,71.1,51.3,0.137,9.5,0.18,30.7,363.4,Mil
Rocheux,6.01,189.6,5.7,0.147,23.0,1.44,43.5,357.2,Patate douce
Sableux,6.67,297.6,21.9,0.218,19.9,0.29,26.3,778.0,Patate douce
Limonneux,6.91,80.0,12.1,0.259,5.9,2.2,31.1,613.2,Maïs
Sableux,6.81,52.8,19.1,0.02,31.1,1.57,43.4,689.3,Patate douce
Salin,5.84,194.0,30.0,0.281,31.1,0.5,42.1,157.2,Maïs
Salin,6.2,269.6,38.7,0.238,18.7,1.45,27.5,456.8,Maïs
Limonneux,6.98,133.2,50.2,0.12,16.2,0.84,25.1,560.3,Arachide
Limonneux,7.44,287.4,9.5,0.274,13.9,0.31,27.1,139.5,Manioc
Sableux,6.35,161.2,43.4,0.06,15.5,1.68,25.2,680.6,Riz pluvial
Sableux,6.48,240.7,31.3,0.252,28.1,0.2,31.1,502.5,Sorgho
Salin,7.92,63.7,34.1,0.261,9.7,1.73,34.6,429.1,Mil
Argileux,6.49,281.7,54.8,0.224,15.2,1.59,26.8,256.7,Niébé
Salin,6.97,207.4,37.7,0.277,34.1,0.84,25.1,460.9,Mil
Salin,6.91,88.8,23.7,0.194,39.6,0.55,36.0,534.6,Manioc
Sableux,6.91,250.7,23.2,0.082,16.0,0.85,26.3,532.2,Mil
Sableux,6.76,75.2,13.1,0.194,19.3,1.85,36.8,188.8,Sésame
Sableux,5.8,170.0,5.9,0.251,6.5,0.83,44.7,144.6,Patate douce
Salin,5.9,108.0,6.2,0.198,14.8,0.56,35.2,738.3,Gombo
Sableux,7.66,253.4,57.6,0.131,5.2,1.29,33.8,116.1,Sésame
Salin,6.41,132.2,46.7,0.271,7.1,1.0,36.9,422.5,Gombo
Rocheux,6.78,290.0,32.0,0.1,23.0,2.19,43.1,463.2,Gombo
Limonneux,6.71,221.9,18.1,0.155,31.7,1.59,33.7,421.0,Maïs
Salin,6.92,66.0,58.9,0.02,24.3,0.44,35.3,222.7,Arachide
Sableux,7.55,289.2,31.0,0.191,28.8,0.48,42.3,509.6,Sorgho
Salin,5.59,222.8,26.3,0.133,5.2,1.08,28.5,137.7,Gombo
Limonneux,7.98,246.6,47.6,0.139,33.8,0.43,28.0,392.5,Mil
Sableux,6.85,257.2,42.0,0.12,5.9,1.47,38.4,644.2,Sorgho
Limonneux,6.56,95.7,34.9,0.212,7.2,2.33,33.0,771.3,Niébé
Sableux,6.49,271.7,12.1,0.215,19.2,1.63,39.5,367.6,Sésame
Argileux,7.58,75.6,23.1,0.128,24.0,0.62,40.3,277.7,Patate douce
Argileux,7.73,243.2,7.2,0.127,26.0,0.3,38.6,373.9,Mil
Rocheux,7.75,287.2,53.5,0.292,37.6,0.35,31.4,537.8,Sésame
Salin,6.14,72.9,27.2,0.205,36.2,0.65,44.2,587.1,Arachide
Salin,6.81,128.8,51.1,0.045,28.1,0.32,38.8,407.6,Maïs
Limonneux,5.66,207.3,19.0,0.139,6.7,0.39,44.4,777.1,Arachide
Argileux,6.22,79.5,7.9,0.17,22.2,2.31,35.7,168.3,Riz pluvial
Sableux,6.09,81.2,37.8,0.247,24.6,1.29,41.9,281.2,Niébé
Salin,6.09,196.4,26.4,0.234,6.6,2.43,28.4,604.6,Niébé
Salin,5.61,182.0,58.8,0.28,10.6,0.52,31.4,489.6,Manioc
Rocheux,6.99,135.2,29.4,0.191,33.0,1.05,29.2,343.9,Sorgho
Rocheux,6.16,84.9,7.8,0.274,15.7,1.48,25.8,209.9,Niébé
Limonneux,6.05,108.3,8.4,0.081,7.4,2.39,38.9,522.9,Gombo
Argileux,6.24,51.1,32.0,0.171,5.5,1.44,33.4,755.1,Mil
Salin,6.93,244.2,17.1,0.093,30.2,1.14,35.3,648.2,Riz pluvial
Argileux,7.8,152.1,55.0,0.111,26.3,0.72,39.3,278.6,Manioc
Sableux,6.0,258.8,7.9,0.243,14.3,1.39,35.6,290.7,Sésame
Limonneux,5.58,55.6,39.5,0.13,28.3,1.86,25.8,289.8,Sorgho
Argileux,6.79,272.0,43.3,0.17,34.0,1.33,26.8,626.9,Riz pluvial
Salin,6.69,141.2,29.7,0.121,23.8,1.95,27.5,792.4,Patate douce
Sableux,7.2,158.3,55.7,0.124,15.0,0.3,42.1,102.0,Niébé
Argileux,7.79,88.8,18.2,0.058,31.3,1.86,36.3,186.4,Patate douce
Sableux,6.09,200.3,18.8,0.081,12.3,1.63,27.9,557.4,Maïs
Rocheux,6.32,136.4,11.5,0.127,17.4,2.37,33.5,559.6,Sésame
Argileux,5.62,60.0,5.2,0.095,30.5,2.04,28.3,799.9,Sorgho
Rocheux,6.36,172.5,50.3,0.237,29.8,0.89,27.8,137.9,Maïs
Limonneux,6.11,57.2,34.7,0.198,27.7,0.72,43.5,407.9,Sorgho
Limonneux,7.41,134.6,9.7,0.095,16.8,0.52,42.5,375.7,Arachide
Salin,5.99,296.1,21.1,0.026,15.0,0.36,38.9,155.8,Mil
Argileux,5.56,108.4,41.8,0.277,22.5,1.83,38.3,576.5,Mil
Rocheux,5.85,238.2,7.3,0.084,26.6,0.66,40.1,204.4,Sésame
Argileux,7.11,155.2,52.5,0.252,6.5,1.51,42.8,334.7,Mil
Argileux,7.17,144.0,44.8,0.201,16.5,1.8,36.6,537.2,Sorgho
Rocheux,6.72,227.6,6.0,0.113,24.0,1.59,32.1,468.3,Niébé
Limonneux,7.53,219.0,27.2,0.263,17.0,2.1,26.3,690.0,Sorgho
Salin,6.63,183.0,20.7,0.295,25.5,2.02,30.8,363.9,Sésame
Sableux,5.75,133.0,53.5,0.092,18.3,0.58,37.5,161.3,Manioc
Limonneux,6.43,123.0,51.5,0.172,26.5,0.13,44.0,749.3,Sorgho
Limonneux,7.05,131.7,8.1,0.061,6.7,2.02,31.9,304.9,Manioc
Argileux,7.19,220.0,13.0,0.262,14.2,2.45,29.0,207.2,Gombo
Sableux,5.68,194.8,42.4,0.298,5.7,0.8,41.7,728.2,Arachide
Argileux,6.04,238.6,17.3,0.09,26.4,1.48,28.9,146.6,Sésame
Salin,7.29,238.2,41.7,0.21,28.0,0.9,43.8,549.2,Sorgho
Limonneux,6.05,155.7,25.6,0.127,29.9,2.11,29.1,362.8,Manioc
Salin,7.73,229.5,22.3,0.154,37.7,0.22,26.1,195.5,Niébé
Limonneux,7.72,127.9,29.5,0.054,11.2,0.25,39.3,456.7,Mil
Sableux,6.34,127.9,36.8,0.244,21.8,1.2,28.5,747.3,Niébé
Limonneux,7.6,94.8,5.8,0.026,8.3,0.56,26.8,278.9,Manioc
Rocheux,6.59,118.7,48.8,0.182,5.3,0.11,27.4,512.7,Arachide
Limonneux,5.8,215.2,13.7,0.022,5.9,1.95,33.2,690.4,Patate douce
Argileux,6.4,88.6,46.1,0.099,35.0,1.09,36.7,160.7,Sésame
Argileux,7.61,76.1,58.4,0.248,33.2,0.98,40.9,197.4,Sésame
Sableux,7.33,189.6,54.9,0.178,8.9,1.2,40.2,643.8,Sésame
Limonneux,5.54,290.0,56.3,0.096,9.2,0.88,40.3,767.6,Manioc
Argileux,6.9,210.1,36.6,0.159,31.8,0.43,32.6,180.0,Arachide
Argileux,5.75,161.5,20.5,0.103,25.9,1.38,35.0,731.2,Arachide
Salin,5.63,66.1,8.0,0.275,21.1,1.16,41.1,353.0,Mil
Limonneux,6.85,94.6,6.5,0.051,33.0,1.34,44.5,562.9,Maïs
Rocheux,7.08,186.6,50.6,0.033,7.4,1.02,40.8,372.4,Arachide
Argileux,6.48,88.3,11.0,0.137,12.3,0.79,36.8,211.4,Sésame
Sableux,6.04,203.7,30.2,0.267,20.6,0.86,38.2,303.4,Riz pluvial
Limonneux,7.05,70.7,26.3,0.211,26.5,0.34,32.8,184.4,Sorgho
Argileux,6.16,96.3,54.5,0.26,13.7,0.48,33.0,789.9,Mil
Rocheux,6.71,200.9,50.2,0.152,37.0,1.4,40.7,337.0,Sorgho
Rocheux,6.92,85.1,6.4,0.272,19.9,1.53,38.9,422.1,Sésame
Limonneux,7.75,258.0,30.5,0.228,9.4,2.35,40.8,682.6,Riz pluvial
Argileux,5.59,154.6,29.5,0.085,5.8,0.99,30.9,597.0,Arachide
Limonneux,7.44,210.0,27.0,0.108,27.4,1.43,26.7,695.7,Patate douce
Rocheux,6.36,292.8,43.4,0.155,18.9,1.36,32.5,608.7,Gombo
Sableux,6.83,225.5,6.4,0.071,17.3,2.08,42.6,522.7,Patate douce
Rocheux,7.9,242.1,34.2,0.023,36.4,2.11,27.9,302.7,Gombo
Argileux,7.01,170.6,11.6,0.28,12.4,1.08,42.1,799.9,Manioc
Argileux,7.77,189.8,18.0,0.27,37.5,0.53,30.6,509.2,Sorgho
Rocheux,7.22,271.3,22.7,0.167,31.4,1.65,25.4,570.4,Manioc
Limonneux,5.56,235.1,25.1,0.178,37.3,2.07,32.8,235.0,Sésame
Limonneux,6.92,232.4,25.8,0.227,15.7,0.72,26.6,672.2,Gombo
Argileux,6.95,85.9,33.2,0.163,8.4,0.69,36.1,287.8,Riz pluvial
Argileux,7.8,184.6,18.4,0.125,22.9,0.54,37.5,125.5,Maïs
Salin,7.53,246.2,16.1,0.086,7.2,0.18,38.5,107.6,Sorgho
Limonneux,5.73,54.3,40.9,0.164,11.5,1.18,39.9,326.9,Maïs
Rocheux,6.18,187.5,14.6,0.143,34.4,0.76,35.9,149.9,Maïs
Argileux,6.87,211.9,28.2,0.272,39.0,0.69,30.6,181.8,Manioc
Sableux,7.67,232.9,53.3,0.167,28.3,1.11,29.7,445.4,Riz pluvial
Sableux,5.64,69.8,12.8,0.276,7.6,0.49,29.5,189.5,Sésame
Limonneux,6.39,214.5,47.6,0.185,34.5,1.35,41.8,422.0,Arachide
Rocheux,7.43,130.1,54.4,0.061,15.3,2.14,43.3,405.4,Manioc
Sableux,6.86,243.3,53.3,0.221,16.5,1.92,32.2,662.1,Riz pluvial
Sableux,7.77,273.8,45.9,0.082,30.3,2.28,31.0,464.4,Gombo
Argileux,7.85,146.0,44.3,0.201,25.8,0.24,36.2,535.0,Arachide
Salin,7.59,284.3,27.6,0.145,15.6,2.49,38.7,547.5,Mil
Limonneux,6.45,227.0,12.8,0.084,13.8,0.49,41.2,594.6,Sésame
Salin,7.33,80.6,57.1,0.089,21.1,1.24,32.9,276.1,Patate douce
Limonneux,6.38,151.8,55.7,0.156,8.6,0.19,44.3,134.9,Arachide
Salin,5.8,118.0,44.5,0.282,23.1,1.5,27.2,111.8,Riz pluvial
Limonneux,6.63,152.4,7.8,0.194,29.9,0.21,29.6,789.8,Patate douce
Rocheux,7.63,114.5,49.9,0.254,12.0,1.72,31.1,681.9,Mil
Rocheux,5.72,53.6,12.5,0.027,35.3,1.26,27.4,570.9,Sésame
Rocheux,7.84,194.8,27.4,0.24,18.4,1.63,36.1,688.4,Gombo
Salin,5.99,214.2,10.9,0.047,17.2,2.23,25.5,400.3,Mil
Rocheux,5.62,282.9,32.9,0.189,22.4,0.97,43.5,304.2,Manioc
Salin,7.37,116.7,57.0,0.083,27.7,1.36,41.9,122.7,Niébé
Sableux,5.87,209.1,42.1,0.274,15.4,0.72,42.4,582.2,Niébé
Limonneux,6.33,74.8,33.5,0.119,32.2,0.54,29.3,705.3,Sorgho
Limonneux,7.63,263.1,23.5,0.202,15.8,0.45,40.7,592.2,Gombo
Rocheux,6.46,170.8,50.7,0.202,34.3,2.18,39.9,762.6,Maïs
Argileux,7.85,150.0,56.4,0.175,27.2,0.37,36.3,584.9,Gombo
Rocheux,6.71,93.4,17.9,0.09,16.1,1.17,41.9,357.6,Manioc
Sableux,6.98,183.5,27.6,0.085,28.4,1.51,41.3,487.1,Manioc
Sableux,5.57,293.7,35.9,0.281,26.8,2.37,37.2,534.6,Arachide
Argileux,6.29,212.5,47.0,0.113,6.6,0.78,29.0,153.7,Arachide
Salin,6.73,265.8,39.7,0.299,31.7,0.7,39.8,643.6,Riz pluvial
Salin,5.99,228.5,44.8,0.04,13.4,0.2,35.3,766.2,Sésame
Rocheux,6.46,274.6,13.1,0.18,31.6,0.28,33.7,303.9,Patate douce
Rocheux,5.72,239.0,6.1,0.279,18.3,0.79,32.4,640.5,Riz pluvial
Sableux,7.06,246.4,13.1,0.169,28.8,2.41,33.6,570.5,Mil
Limonneux,5.79,279.5,50.4,0.129,8.0,1.32,40.7,678.2,Sésame
Rocheux,7.71,261.3,37.1,0.168,5.4,0.17,40.2,223.3,Riz pluvial
Sableux,7.08,226.8,56.4,0.296,19.5,0.44,34.4,408.9,Manioc
Limonneux,6.63,190.2,46.2,0.101,39.6,2.19,33.1,265.4,Niébé
Argileux,6.32,277.4,33.2,0.072,17.5,0.52,44.2,716.1,Riz pluvial
Limonneux,7.44,116.8,43.3,0.223,33.0,1.25,31.8,413.7,Manioc
Limonneux,6.66,133.0,30.8,0.176,35.1,1.6,34.1,624.8,Patate douce
Sableux,7.52,120.1,10.7,0.203,10.7,0.5,38.5,101.5,Riz pluvial
