soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease
Arenosol,5.57,34.9,31.5,0.408,12.9,180.6,0.0237,14.3,1.113,Fusarium wilt
Plinthosol,6.52,38.6,12.8,0.367,16.3,78.3,0.0208,12.9,1.055,Rhizoctonia root rot
Lixisol,6.01,44.2,30.8,0.211,10.0,143.1,0.0461,5.6,1.114,Root-knot nematodes
Arenosol,5.39,31.2,27.1,0.289,8.7,134.6,0.0401,6.2,1.049,Root-knot nematodes
Vertisol,6.35,28.9,16.7,0.853,11.1,191.2,0.0324,3.7,1.164,Pythium damping-off
Lixisol,5.45,44.6,16.1,0.396,18.5,51.6,0.0252,9.3,1.039,Rhizoctonia root rot
Arenosol,6.09,33.4,11.3,0.243,8.2,176.2,0.0375,5.7,1.065,Charcoal rot
Arenosol,5.87,34.2,36.1,0.879,19.4,142.3,0.0438,6.2,1.296,Root-knot nematodes
Arenosol,5.74,32.0,22.5,0.53,16.9,139.9,0.0291,13.7,1.19,Rhizoctonia root rot
Lixisol,6.51,38.1,31.3,0.484,10.9,77.3,0.0448,6.1,1.144,Charcoal rot
Lixisol,5.53,41.8,39.7,0.538,5.3,103.2,0.0466,9.6,1.222,Rhizoctonia root rot
Arenosol,6.26,33.4,15.0,0.807,9.2,134.4,0.0273,4.5,1.14,Fusarium wilt
Lixisol,5.99,36.5,28.1,0.619,5.5,74.0,0.0302,4.1,1.122,Fusarium wilt
Regosol,6.23,35.4,31.7,0.626,9.8,60.7,0.0217,7.2,1.09,Rhizoctonia root rot
Plinthosol,5.66,41.7,10.6,0.416,5.7,130.2,0.0444,7.6,1.158,Fusarium wilt
Arenosol,5.01,41.7,31.4,0.225,10.6,132.7,0.0369,11.5,1.044,Charcoal rot
Arenosol,6.25,38.9,24.2,0.473,12.6,132.2,0.0386,4.7,1.111,Fusarium wilt
Arenosol,5.98,39.8,35.4,0.24,15.6,98.4,0.0438,14.0,1.219,Pythium damping-off
Arenosol,5.61,31.8,31.1,0.465,14.8,173.6,0.0203,4.5,0.982,Pythium damping-off
Plinthosol,5.44,36.1,26.4,0.264,13.4,138.4,0.0435,6.1,1.066,Pythium damping-off
Regosol,5.05,40.6,12.3,0.785,13.1,151.5,0.0329,6.1,1.12,Pythium damping-off
Arenosol,6.22,32.3,20.9,0.979,8.3,118.9,0.0394,13.2,1.385,Root-knot nematodes
Lixisol,6.32,40.6,28.7,0.882,9.1,96.2,0.0421,11.6,1.34,Pythium damping-off
Arenosol,6.37,35.6,29.9,0.667,17.1,136.6,0.0218,8.7,1.11,Rhizoctonia root rot
Plinthosol,6.41,44.0,34.7,0.924,18.8,97.1,0.0219,12.2,1.231,Rhizoctonia root rot
Lixisol,5.79,44.6,38.3,0.447,19.7,91.0,0.0412,14.4,1.253,Rhizoctonia root rot
Arenosol,6.94,43.6,32.2,0.968,15.1,174.0,0.0226,5.0,1.098,Fusarium wilt
Plinthosol,6.5,41.4,39.6,0.278,19.1,106.2,0.0341,14.4,1.13,Pythium damping-off
Arenosol,6.48,36.6,39.0,0.568,10.9,144.4,0.0342,11.0,1.174,Root-knot nematodes
Arenosol,6.99,42.2,38.7,0.764,9.2,116.1,0.0209,10.8,1.1,Pythium damping-off
Arenosol,6.43,34.9,33.2,0.315,13.1,185.0,0.0337,4.4,1.013,Root-knot nematodes
Arenosol,5.22,40.1,22.2,0.297,7.2,156.8,0.0418,10.6,1.103,Charcoal rot
Arenosol,5.3,42.1,23.5,0.409,6.5,58.7,0.0357,13.3,1.144,Root-knot nematodes
Arenosol,5.92,33.1,22.9,0.272,13.6,121.1,0.0239,3.1,0.958,Rhizoctonia root rot
Plinthosol,5.78,31.8,18.3,0.249,16.6,199.9,0.0209,7.1,0.974,Fusarium wilt
Regosol,5.52,29.0,14.9,0.501,17.6,56.2,0.024,13.9,1.131,Pythium damping-off
Arenosol,5.49,37.4,10.6,0.828,5.4,172.4,0.0373,11.4,1.273,Pythium damping-off
Arenosol,6.04,35.4,10.5,0.392,19.1,128.7,0.0441,5.0,1.145,Charcoal rot
Regosol,5.44,43.9,39.2,0.726,16.5,178.4,0.0385,10.0,1.226,Root-knot nematodes
Lixisol,5.59,37.1,13.5,0.628,13.9,109.4,0.045,7.7,1.22,Fusarium wilt
Regosol,5.85,37.9,28.0,0.365,9.2,160.9,0.0359,10.5,1.15,Fusarium wilt
Regosol,5.73,29.1,36.2,0.72,15.1,110.7,0.0335,10.2,1.226,Pythium damping-off
Plinthosol,6.16,33.1,34.8,0.711,10.8,58.6,0.0203,11.2,1.168,Root-knot nematodes
Arenosol,6.08,29.0,15.5,0.718,6.2,121.2,0.0326,13.5,1.283,Fusarium wilt
Vertisol,5.71,41.5,14.2,0.503,15.1,132.6,0.0494,13.7,1.301,Fusarium wilt
Plinthosol,6.7,39.5,16.2,0.257,7.5,181.7,0.0328,8.7,1.02,Charcoal rot
Arenosol,5.65,32.7,21.1,0.231,13.9,181.1,0.0251,4.8,0.949,Root-knot nematodes
Regosol,5.69,30.6,35.9,0.857,12.9,64.8,0.0355,5.3,1.21,Root-knot nematodes
Arenosol,5.39,39.7,21.1,0.502,18.1,84.7,0.0499,10.3,1.227,Root-knot nematodes
Arenosol,6.25,37.4,12.4,0.478,13.6,53.3,0.0311,12.4,1.17,Fusarium wilt
Arenosol,5.68,37.6,36.2,0.732,5.9,148.6,0.0219,11.3,1.17,Pythium damping-off
Arenosol,5.7,42.4,37.8,0.303,16.0,199.5,0.0442,11.6,1.181,Rhizoctonia root rot
Regosol,6.84,29.2,29.6,0.913,11.0,94.3,0.0396,11.9,1.286,Root-knot nematodes
Arenosol,5.55,33.8,34.8,0.32,6.1,163.9,0.0396,11.8,1.146,Pythium damping-off
Arenosol,5.64,33.8,16.9,0.674,6.8,114.4,0.0264,14.1,1.213,Fusarium wilt
Arenosol,6.6,37.3,24.8,0.826,9.1,112.4,0.0253,13.7,1.223,Rhizoctonia root rot
Vertisol,5.32,31.9,12.9,0.204,13.7,177.7,0.0306,12.1,1.038,Pythium damping-off
Arenosol,5.0,31.1,26.0,0.29,9.8,53.8,0.0455,7.1,1.055,Pythium damping-off
Lixisol,5.0,40.6,39.6,0.464,9.3,179.4,0.0302,4.0,0.974,Charcoal rot
Lixisol,6.54,42.2,29.9,0.96,6.4,50.7,0.049,3.9,1.28,Root-knot nematodes
Regosol,5.89,43.5,26.9,0.667,15.6,114.7,0.0245,7.1,1.131,Root-knot nematodes
Arenosol,5.75,44.3,31.7,0.58,15.7,187.0,0.04,12.4,1.255,Root-knot nematodes
Arenosol,5.4,41.0,34.9,0.912,14.9,167.5,0.0373,12.1,1.299,Fusarium wilt
Plinthosol,5.37,38.5,31.5,0.928,18.5,188.8,0.0364,13.0,1.307,Root-knot nematodes
Vertisol,5.86,41.6,11.0,0.365,6.7,177.8,0.0335,7.6,1.098,Charcoal rot
Plinthosol,6.68,38.8,32.3,0.562,8.4,161.1,0.0303,3.9,1.034,Pythium damping-off
Arenosol,5.52,40.1,35.0,0.941,8.6,79.4,0.0201,9.9,1.187,Root-knot nematodes
Arenosol,6.54,34.5,29.2,0.404,13.8,139.9,0.0495,5.2,1.133,Pythium damping-off
Lixisol,5.87,28.4,32.3,0.309,10.6,51.5,0.0289,9.4,1.078,Fusarium wilt
Arenosol,6.0,32.7,23.5,0.848,10.7,184.1,0.0284,4.9,1.19,Fusarium wilt
Regosol,6.04,43.4,35.0,0.685,5.7,160.3,0.0227,4.6,1.099,Rhizoctonia root rot
Plinthosol,5.93,32.6,38.7,0.301,16.7,122.6,0.0278,10.8,1.095,Fusarium wilt
Lixisol,5.42,37.4,22.2,0.307,14.5,157.1,0.0312,13.1,1.097,Charcoal rot
Arenosol,5.67,32.1,30.9,0.708,11.3,147.0,0.0216,5.5,1.083,Pythium damping-off
Vertisol,5.56,28.2,22.2,0.754,17.4,139.7,0.0313,14.3,1.26,Root-knot nematodes
Arenosol,6.58,34.4,27.2,0.769,17.5,104.4,0.0452,12.8,1.314,Rhizoctonia root rot
Arenosol,5.95,39.3,18.1,0.862,13.6,102.5,0.0203,6.9,1.167,Root-knot nematodes
Lixisol,6.22,35.4,30.4,0.258,16.0,159.5,0.0236,12.6,1.065,Root-knot nematodes
Lixisol,6.7,35.3,10.0,0.858,10.5,106.3,0.0259,5.9,1.121,Rhizoctonia root rot
Lixisol,6.09,41.7,20.5,0.609,18.3,91.1,0.0365,13.0,1.267,Pythium damping-off
Plinthosol,5.46,44.1,37.2,0.467,11.7,134.3,0.0333,5.4,1.058,Pythium damping-off
Arenosol,5.88,43.3,37.9,0.517,5.7,182.4,0.0305,7.0,1.119,Rhizoctonia root rot
Vertisol,6.33,43.1,18.1,0.723,18.3,117.7,0.0376,14.4,1.302,Root-knot nematodes
Arenosol,6.49,32.9,29.0,0.383,14.3,89.9,0.0322,12.5,1.127,Fusarium wilt
Arenosol,5.0,39.1,11.2,0.307,9.7,164.1,0.0414,9.6,1.069,Rhizoctonia root rot
Arenosol,5.52,40.6,26.3,0.291,13.7,60.1,0.0349,10.6,1.091,Root-knot nematodes
Arenosol,6.53,34.6,21.2,0.596,19.1,63.4,0.0261,3.2,1.025,Root-knot nematodes
Plinthosol,5.56,39.4,36.9,0.278,8.3,194.0,0.0313,9.0,1.048,Root-knot nematodes
Lixisol,6.51,40.2,14.0,0.856,8.3,111.3,0.0376,9.7,1.261,Fusarium wilt
Vertisol,5.67,28.0,38.0,0.239,9.9,127.6,0.0308,3.4,0.969,Root-knot nematodes
Lixisol,5.56,40.5,31.3,0.525,5.9,152.2,0.0483,11.2,1.251,Pythium damping-off
Regosol,6.05,35.1,24.7,0.51,5.7,174.5,0.0258,7.5,1.103,Fusarium wilt
Lixisol,5.63,32.4,14.6,0.224,6.4,191.8,0.0498,12.4,1.194,Fusarium wilt
Arenosol,5.8,30.6,24.3,0.651,13.7,144.1,0.0302,3.4,1.102,Pythium damping-off
Vertisol,5.38,36.2,30.3,0.513,18.2,76.5,0.0217,14.6,1.117,Pythium damping-off
Lixisol,5.97,39.7,26.5,0.484,15.7,120.7,0.0201,6.9,1.054,Pythium damping-off
Arenosol,5.92,43.8,26.9,0.206,12.5,82.5,0.0302,5.2,1.004,Root-knot nematodes
Vertisol,5.32,30.1,38.5,0.452,12.2,124.8,0.0371,8.0,1.098,Rhizoctonia root rot
Plinthosol,5.76,28.0,29.4,0.649,18.2,51.5,0.0346,3.1,1.119,Pythium damping-off
Arenosol,6.41,32.7,18.4,0.328,10.8,53.9,0.0328,8.1,1.062,Fusarium wilt
Arenosol,5.03,41.4,38.9,0.382,13.9,180.5,0.0447,14.0,1.173,Rhizoctonia root rot
Arenosol,5.5,33.0,34.3,0.618,19.3,128.3,0.0484,3.3,1.17,Pythium damping-off
Arenosol,6.69,40.9,28.2,0.506,6.4,53.9,0.0216,13.8,1.096,Charcoal rot
Arenosol,5.6,40.6,17.4,0.643,6.0,83.4,0.0285,7.5,1.125,Fusarium wilt
Arenosol,6.6,39.8,21.3,0.847,8.3,146.4,0.0448,9.6,1.29,Root-knot nematodes
Regosol,5.54,43.5,38.8,0.621,13.7,198.7,0.0328,4.4,1.095,Root-knot nematodes
Lixisol,6.43,37.3,12.6,0.466,7.3,107.9,0.0398,14.8,1.233,Charcoal rot
Arenosol,5.64,29.9,19.0,0.661,11.2,66.3,0.032,9.1,1.175,Charcoal rot
Plinthosol,5.77,29.5,30.0,0.286,5.2,155.9,0.0242,7.7,1.011,Charcoal rot
Arenosol,6.82,29.2,14.7,0.79,16.0,160.7,0.036,12.5,1.238,Root-knot nematodes
Plinthosol,5.37,44.8,33.8,0.871,7.4,81.8,0.0371,9.4,1.247,Pythium damping-off
Lixisol,6.2,30.9,25.5,0.241,7.5,168.7,0.0301,9.7,1.062,Root-knot nematodes
Lixisol,5.56,43.7,12.5,0.486,7.4,120.6,0.0375,13.0,1.2,Charcoal rot
Plinthosol,6.84,44.6,32.1,0.567,7.4,91.3,0.0287,6.9,1.05,Fusarium wilt
Arenosol,5.76,39.6,33.8,0.702,16.6,74.7,0.0328,5.7,1.16,Pythium damping-off
Arenosol,5.68,33.2,37.5,0.365,7.4,116.4,0.0243,13.6,1.105,Root-knot nematodes
Arenosol,5.82,35.1,11.1,0.415,7.7,192.3,0.0421,4.5,1.119,Rhizoctonia root rot
Regosol,5.79,41.5,39.2,0.406,13.7,79.7,0.0226,14.8,1.135,Pythium damping-off
Vertisol,6.17,43.3,19.3,0.96,5.4,64.6,0.0233,3.3,1.155,Rhizoctonia root rot
Arenosol,6.09,41.4,25.6,0.644,11.2,117.2,0.0412,8.7,1.247,Root-knot nematodes
Arenosol,6.15,36.4,39.3,0.841,14.9,155.1,0.0389,4.3,1.227,Rhizoctonia root rot
Regosol,6.0,33.5,20.3,0.71,8.4,172.6,0.0402,9.5,1.281,Charcoal rot
Plinthosol,5.49,28.8,33.4,0.255,16.2,127.0,0.0241,13.4,1.049,Pythium damping-off
Arenosol,5.98,43.1,24.0,0.649,19.9,161.0,0.0493,4.3,1.246,Pythium damping-off
Arenosol,5.72,30.0,27.6,0.355,15.3,54.5,0.0257,6.7,1.023,Charcoal rot
Arenosol,6.48,39.7,27.5,0.506,17.9,174.1,0.0313,13.7,1.174,Root-knot nematodes
Lixisol,5.75,30.3,10.1,0.643,15.6,197.9,0.0428,5.3,1.196,Fusarium wilt
Arenosol,6.11,40.9,39.5,0.525,14.2,143.9,0.0371,7.5,1.17,Fusarium wilt
Vertisol,6.1,36.8,14.0,0.886,8.0,165.6,0.0399,11.7,1.352,Fusarium wilt
Arenosol,6.48,34.1,23.3,0.378,12.3,102.2,0.0316,6.5,1.042,Fusarium wilt
Arenosol,6.47,44.9,13.3,0.256,12.4,50.2,0.0216,4.4,0.917,Rhizoctonia root rot
Regosol,5.58,34.0,16.4,0.921,17.8,120.9,0.0472,14.6,1.412,Pythium damping-off
Arenosol,5.48,28.7,36.0,0.87,8.3,195.5,0.0474,10.1,1.327,Pythium damping-off
Lixisol,5.8,36.2,19.8,0.575,12.7,131.0,0.0297,8.5,1.145,Rhizoctonia root rot
Lixisol,6.34,30.8,22.2,0.608,13.5,58.3,0.044,12.5,1.28,Fusarium wilt
Regosol,6.43,34.2,19.7,0.68,8.6,107.8,0.0263,3.2,1.061,Rhizoctonia root rot
Arenosol,5.77,41.8,13.0,0.326,14.0,192.2,0.0206,15.0,1.098,Fusarium wilt
Lixisol,5.9,29.4,18.7,0.713,8.0,81.5,0.0259,7.7,1.162,Pythium damping-off
Lixisol,6.14,43.7,38.5,0.371,13.8,79.7,0.0292,5.0,1.039,Root-knot nematodes
Lixisol,6.24,38.5,27.9,0.339,11.2,85.1,0.0208,8.2,1.011,Rhizoctonia root rot
Arenosol,6.47,43.1,21.4,0.548,15.5,109.9,0.032,10.7,1.151,Rhizoctonia root rot
Arenosol,7.0,37.8,37.6,0.907,14.9,151.5,0.0401,12.1,1.274,Root-knot nematodes
Lixisol,6.17,41.0,38.7,0.764,6.5,91.6,0.045,11.6,1.338,Fusarium wilt
Plinthosol,5.9,40.2,18.7,0.539,16.5,52.0,0.0243,8.6,1.112,Pythium damping-off
Plinthosol,6.94,44.1,37.5,0.618,14.8,171.2,0.0386,4.5,1.083,Rhizoctonia root rot
Arenosol,6.66,32.9,22.7,0.551,10.0,187.1,0.0475,14.2,1.274,Root-knot nematodes
Arenosol,5.49,44.3,25.7,0.806,14.6,137.8,0.037,5.5,1.186,Pythium damping-off
Plinthosol,6.57,43.6,21.2,0.495,18.8,173.3,0.0333,5.1,1.059,Root-knot nematodes
Arenosol,6.56,39.4,13.3,0.948,12.1,198.4,0.0348,14.4,1.328,Rhizoctonia root rot
Plinthosol,6.45,42.5,25.8,0.297,12.3,160.6,0.0366,8.6,1.079,Charcoal rot
Lixisol,5.81,33.8,23.9,0.839,5.3,79.5,0.0262,8.9,1.209,Rhizoctonia root rot
Arenosol,6.08,31.5,25.5,0.784,19.5,71.3,0.0415,5.6,1.251,Pythium damping-off
Arenosol,6.33,31.5,15.0,0.233,14.2,117.5,0.0359,11.7,1.108,Fusarium wilt
Lixisol,5.35,37.6,32.8,0.229,16.4,159.3,0.0486,8.0,1.102,Charcoal rot
Plinthosol,5.62,36.5,20.1,0.4,8.2,93.7,0.0209,8.7,1.023,Root-knot nematodes
Arenosol,6.09,32.0,22.2,0.844,10.7,143.2,0.047,14.7,1.423,Root-knot nematodes
Regosol,6.03,41.7,30.9,0.533,12.8,179.7,0.0248,13.0,1.18,Root-knot nematodes
Arenosol,5.91,42.4,24.2,0.398,11.7,50.9,0.0304,12.2,1.155,Charcoal rot
Arenosol,6.45,29.3,23.8,0.989,16.3,199.5,0.0284,3.0,1.163,Root-knot nematodes
Plinthosol,6.51,41.9,14.9,0.248,18.5,119.5,0.0327,8.8,1.038,Fusarium wilt
Arenosol,6.68,34.5,20.1,0.558,7.0,61.3,0.0377,8.1,1.134,Fusarium wilt
Arenosol,6.61,39.0,18.8,0.707,6.0,89.5,0.0234,6.8,1.083,Root-knot nematodes
Lixisol,6.53,42.9,35.6,0.606,15.3,124.3,0.0288,10.2,1.138,Rhizoctonia root rot
Lixisol,6.01,43.5,25.2,0.548,9.1,184.4,0.0218,3.2,1.036,Fusarium wilt
Arenosol,5.74,33.1,35.1,0.93,10.7,161.5,0.0393,3.1,1.231,Root-knot nematodes
Plinthosol,5.64,34.2,23.4,0.593,7.0,114.2,0.0488,9.7,1.264,Rhizoctonia root rot
Regosol,5.96,31.4,19.5,0.667,12.2,81.8,0.0429,8.0,1.261,Root-knot nematodes
Lixisol,5.94,31.4,11.5,0.879,16.9,197.2,0.0217,4.9,1.153,Fusarium wilt
Arenosol,5.89,32.7,31.0,0.871,10.3,90.2,0.048,14.1,1.425,Rhizoctonia root rot
Lixisol,7.0,28.5,21.4,0.811,7.6,96.5,0.0356,13.4,1.236,Fusarium wilt
Arenosol,5.44,37.8,12.8,0.837,15.4,179.7,0.0266,8.3,1.166,Fusarium wilt
Regosol,5.76,35.0,11.4,0.808,19.5,137.9,0.022,11.6,1.205,Rhizoctonia root rot
Arenosol,6.52,30.9,32.4,0.556,14.6,178.5,0.0209,9.8,1.071,Rhizoctonia root rot
Regosol,5.84,44.6,15.3,0.985,14.6,166.9,0.0252,12.5,1.297,Root-knot nematodes
Arenosol,6.05,30.0,23.8,0.545,9.8,174.1,0.0243,8.7,1.12,Charcoal rot
Plinthosol,6.47,43.5,13.0,0.271,11.4,146.9,0.0363,9.9,1.084,Fusarium wilt
Arenosol,6.65,40.6,37.2,0.964,14.1,179.1,0.026,6.4,1.165,Charcoal rot
Arenosol,6.56,44.6,10.2,0.453,14.8,129.7,0.0483,7.5,1.17,Fusarium wilt
Arenosol,6.46,34.2,16.6,0.579,14.3,146.9,0.0314,9.8,1.147,Rhizoctonia root rot
Lixisol,6.4,32.3,14.5,0.656,18.6,81.5,0.029,14.4,1.223,Rhizoctonia root rot
Arenosol,7.0,34.7,11.2,0.759,19.1,57.8,0.047,8.1,1.218,Charcoal rot
Plinthosol,6.23,40.8,38.0,0.33,10.4,94.8,0.0487,8.1,1.177,Charcoal rot
Arenosol,6.03,36.9,30.4,0.881,14.2,111.7,0.0358,12.7,1.345,Rhizoctonia root rot
Arenosol,5.49,43.7,15.3,0.35,14.6,169.5,0.0358,3.3,1.013,Fusarium wilt
Arenosol,5.96,44.9,12.7,0.281,14.4,126.8,0.0219,12.1,1.074,Rhizoctonia root rot
Vertisol,5.65,44.8,10.0,0.694,10.6,173.7,0.0481,8.7,1.277,Charcoal rot
Plinthosol,5.52,34.4,15.2,0.955,19.9,75.9,0.0373,9.6,1.291,Fusarium wilt
Arenosol,7.0,42.5,32.0,0.986,19.1,78.4,0.0261,10.6,1.194,Rhizoctonia root rot
Arenosol,5.78,37.8,22.1,0.667,6.8,173.7,0.036,4.2,1.15,Charcoal rot
Plinthosol,5.72,32.3,15.7,0.383,9.3,100.7,0.0338,14.4,1.182,Fusarium wilt
Plinthosol,6.18,43.4,12.4,0.876,17.1,174.0,0.0433,4.8,1.269,Fusarium wilt
Arenosol,5.42,29.6,33.8,0.482,12.3,130.2,0.0386,14.7,1.214,Root-knot nematodes
Arenosol,5.81,39.5,34.8,0.912,12.9,69.1,0.0208,7.0,1.173,Rhizoctonia root rot
Vertisol,6.27,28.4,16.2,0.384,13.0,170.2,0.049,11.7,1.239,Rhizoctonia root rot
Vertisol,6.73,35.5,36.8,0.801,15.8,94.3,0.0266,14.6,1.222,Rhizoctonia root rot
Arenosol,6.36,42.8,19.7,0.386,13.1,74.7,0.0405,9.1,1.144,Rhizoctonia root rot
Arenosol,5.64,42.4,31.5,0.247,8.2,186.1,0.0389,3.7,1.02,Rhizoctonia root rot
Arenosol,6.04,31.9,34.5,0.624,8.5,122.5,0.0378,3.0,1.15,Root-knot nematodes
Arenosol,5.9,29.0,32.7,0.22,14.8,119.6,0.0375,9.0,1.101,Root-knot nematodes
Regosol,6.72,32.1,32.7,0.707,10.6,65.4,0.03,8.6,1.134,Root-knot nematodes
Regosol,5.6,37.9,36.3,0.221,11.2,68.6,0.0385,9.9,1.089,Rhizoctonia root rot
Lixisol,6.18,42.5,39.3,0.642,9.0,193.5,0.021,13.9,1.186,Root-knot nematodes
Arenosol,6.69,38.6,36.9,0.836,14.0,55.2,0.0243,6.2,1.11,Pythium damping-off
Arenosol,5.13,40.4,12.5,0.464,12.6,100.2,0.0341,11.0,1.104,Charcoal rot
Lixisol,6.43,38.5,32.3,0.868,16.2,168.0,0.0277,8.6,1.2,Pythium damping-off
Arenosol,6.14,39.1,33.6,0.344,17.5,95.8,0.0229,10.3,1.065,Rhizoctonia root rot
Arenosol,7.0,43.7,26.3,0.357,12.6,151.6,0.0303,6.8,0.98,Root-knot nematodes
Lixisol,5.67,38.7,13.7,0.506,11.5,160.0,0.0384,7.9,1.154,Charcoal rot
Arenosol,5.58,30.2,25.2,0.895,19.6,108.0,0.0383,13.4,1.335,Root-knot nematodes
Lixisol,5.74,42.1,34.7,0.532,10.5,171.6,0.0217,3.2,1.007,Root-knot nematodes
Arenosol,5.92,32.1,37.8,0.614,9.0,50.5,0.0373,9.1,1.221,Rhizoctonia root rot
Arenosol,6.43,44.7,14.4,0.458,15.7,117.1,0.0248,5.5,1.016,Charcoal rot
Arenosol,6.24,40.6,20.2,0.622,11.4,56.2,0.0406,9.1,1.227,Rhizoctonia root rot
Arenosol,5.43,35.5,33.5,0.47,10.8,193.9,0.041,3.0,1.07,Fusarium wilt
Arenosol,5.96,37.5,36.9,0.656,6.3,171.2,0.0413,7.6,1.242,Root-knot nematodes
Vertisol,5.75,37.7,33.2,0.878,6.0,79.4,0.0205,12.5,1.229,Rhizoctonia root rot
Plinthosol,5.94,33.8,26.0,0.391,6.4,198.6,0.0461,9.5,1.215,Pythium damping-off
Arenosol,6.57,32.5,27.9,0.68,17.5,140.5,0.0486,7.2,1.234,Pythium damping-off
Arenosol,6.63,38.3,21.4,0.741,16.1,95.0,0.0255,13.2,1.188,Pythium damping-off
Arenosol,5.31,30.3,24.6,0.414,5.2,108.5,0.0406,6.5,1.086,Rhizoctonia root rot
Arenosol,6.0,30.9,19.9,0.358,11.8,137.3,0.0482,10.6,1.238,Fusarium wilt
Arenosol,5.72,38.8,17.0,0.322,16.6,58.1,0.0329,3.1,1.007,Rhizoctonia root rot
Arenosol,6.18,29.7,27.5,0.265,18.1,123.2,0.0234,3.2,0.944,Pythium damping-off
Arenosol,5.91,35.5,13.0,0.503,14.8,117.9,0.0421,12.3,1.259,Pythium damping-off
Arenosol,6.2,30.0,16.7,0.522,15.8,199.6,0.031,7.6,1.125,Fusarium wilt
Lixisol,6.44,37.8,36.1,0.611,7.6,153.5,0.0486,11.9,1.29,Fusarium wilt
Regosol,6.04,44.4,16.1,0.936,19.2,189.7,0.0258,14.3,1.323,Rhizoctonia root rot
Plinthosol,6.51,29.9,20.8,0.688,18.9,152.6,0.0381,7.4,1.183,Root-knot nematodes
Arenosol,5.14,31.7,18.1,0.259,19.3,153.6,0.0392,13.6,1.108,Fusarium wilt
Arenosol,5.56,36.4,10.3,0.43,17.4,104.1,0.0479,14.7,1.269,Charcoal rot
Lixisol,6.69,41.2,31.1,0.814,8.5,81.4,0.0277,13.3,1.219,Root-knot nematodes
Lixisol,6.29,32.2,36.5,0.229,13.7,160.6,0.0304,13.7,1.106,Rhizoctonia root rot
Arenosol,6.3,30.9,27.1,0.271,13.1,164.0,0.0384,13.3,1.16,Pythium damping-off
Regosol,6.24,43.3,27.2,0.842,9.1,81.9,0.0353,12.6,1.308,Fusarium wilt
Plinthosol,5.73,35.0,34.1,0.732,17.7,142.6,0.0381,3.3,1.165,Root-knot nematodes
Arenosol,5.79,41.5,38.4,0.562,9.2,172.7,0.0282,7.7,1.119,Pythium damping-off
Arenosol,5.9,41.0,32.8,0.2,12.6,183.1,0.0485,13.5,1.222,Charcoal rot
Plinthosol,5.71,43.2,19.1,0.256,19.3,124.7,0.0463,5.6,1.1,Charcoal rot
Arenosol,6.64,37.5,16.7,0.33,6.4,142.3,0.0325,13.4,1.109,Charcoal rot
Lixisol,6.25,36.4,17.1,0.977,19.7,104.1,0.0351,5.0,1.245,Charcoal rot
Lixisol,5.84,40.2,34.8,0.901,10.3,95.4,0.0452,10.7,1.367,Charcoal rot
Arenosol,5.28,38.1,31.8,0.374,9.8,132.6,0.0239,3.0,0.924,Root-knot nematodes
Plinthosol,6.22,31.5,15.9,0.542,10.9,171.4,0.0456,11.2,1.263,Rhizoctonia root rot
Arenosol,5.88,30.6,19.1,0.885,8.1,64.9,0.0412,8.2,1.31,Fusarium wilt
Arenosol,6.48,36.4,30.3,0.943,14.3,141.3,0.0234,7.4,1.174,Pythium damping-off
Vertisol,6.36,35.9,31.2,0.673,15.1,146.6,0.042,9.6,1.245,Pythium damping-off
Regosol,6.55,35.2,29.4,0.214,12.4,196.0,0.025,12.0,1.019,Pythium damping-off
Arenosol,6.54,40.4,11.9,0.39,14.7,159.1,0.0222,8.3,1.007,Pythium damping-off
Arenosol,5.89,31.9,35.3,0.573,11.5,63.2,0.0247,11.3,1.159,Rhizoctonia root rot
Arenosol,5.79,41.5,29.8,0.99,8.7,66.5,0.0302,10.0,1.291,Root-knot nematodes
Arenosol,5.77,35.3,39.7,0.738,14.7,187.3,0.0429,5.8,1.234,Fusarium wilt
Plinthosol,7.0,32.4,35.6,0.764,17.0,70.2,0.0398,7.4,1.167,Root-knot nematodes
Regosol,6.67,36.0,15.6,0.989,16.6,108.9,0.0293,13.9,1.291,Charcoal rot
Arenosol,6.3,30.4,36.3,0.331,17.0,78.1,0.0443,6.8,1.125,Root-knot nematodes
Regosol,5.72,39.4,30.1,0.726,17.6,167.6,0.0303,7.7,1.174,Pythium damping-off
Arenosol,5.25,37.6,26.9,0.49,16.0,114.8,0.0486,9.1,1.185,Root-knot nematodes
Regosol,5.72,39.5,17.0,0.968,15.8,131.2,0.0239,13.8,1.291,Fusarium wilt
Regosol,7.0,44.7,26.6,0.753,11.5,155.8,0.0279,5.2,1.063,Root-knot nematodes
Arenosol,6.46,28.1,12.2,0.37,19.0,96.4,0.0308,14.1,1.138,Charcoal rot
Arenosol,6.23,30.6,27.4,0.584,12.6,53.5,0.0229,12.8,1.16,Root-knot nematodes
Plinthosol,5.46,36.0,19.0,0.871,13.5,156.9,0.0325,4.0,1.155,Root-knot nematodes
Arenosol,6.57,37.3,16.9,0.658,15.8,174.0,0.0275,5.4,1.078,Rhizoctonia root rot
Arenosol,5.5,40.1,26.2,0.317,5.6,160.3,0.0288,14.4,1.11,Charcoal rot
Arenosol,6.13,32.3,20.2,0.898,19.6,154.5,0.0226,3.1,1.134,Fusarium wilt
