pH,N,P,K,humidite,texture_du_sol,culture
7.04,48.39,12.74,74.34,23.23,sablo-argileux,niebe
6.92,36.05,28.28,60.85,11.39,sableux,arachide
6.02,60.77,21.04,121.68,36.23,limoneux,riz
6.84,41.97,16.16,90.16,13.31,sablo-argileux,niebe
5.26,60.53,45.2,96.97,64.9,limoneux,riz
6.48,30.48,22.44,82.5,15.45,sablo-argileux,niebe
7.15,30.1,19.12,75.11,17.41,sablo-argileux,niebe
6.02,27.67,15.15,70.08,16.35,sableux,niebe
6.11,35.98,10.81,82.83,23.76,sableux,niebe
6.25,34.97,22.88,69.35,17.42,sablo-argileux,niebe
6.71,28.5,18.38,96.47,23.64,sableux,niebe
6.57,34.74,17.35,116.67,29.89,sableux,mil
5.14,67.52,39.78,134.89,33.84,limoneux,riz
6.28,35.69,28.13,53.16,19.1,sableux,mil
5.89,37.36,30.4,67.63,29.31,sablo-argileux,sorgho
6.82,57.4,37.63,117.93,32.29,sablo-argileux,sorgho
6.44,32.17,16.14,58.22,14.2,sableux,niebe
6.89,37.82,15.4,71.33,24.81,sablo-argileux,niebe
6.23,29.71,24.13,89.58,21.6,sablo-argileux,mil
6.58,27.42,24.3,70.02,29.79,sableux,mil
6.75,38.68,22.31,77.8,16.4,sablo-limoneux,arachide
5.67,23.24,15.43,82.33,12.06,sablo-limoneux,arachide
5.36,42.73,39.59,105.87,52.93,argileux,riz
6.65,42.73,12.73,67.43,21.32,sableux,niebe
6.73,30.56,11.59,58.22,15.23,sablo-argileux,niebe
6.61,35.45,26.21,110.6,29.73,sableux,mil
5.75,34.32,24.34,67.77,15.95,sableux,mil
6.35,36.99,37.88,127.48,33.8,sablo-argileux,sorgho
6.82,34.56,10.2,61.16,21.94,sableux,niebe
6.7,28.13,15.44,66.38,13.21,sablo-limoneux,arachide
7.26,59.78,27.83,126.67,22.94,limono-argileux,sorgho
5.98,47.35,45.51,88.73,52.4,argileux,riz
5.46,66.31,30.33,69.2,64.51,argileux,riz
5.84,16.51,25.35,81.43,18.48,sablo-limoneux,arachide
6.19,40.47,16.42,82.4,30.96,sablo-argileux,sorgho
5.69,33.63,25.83,87.28,24.96,sableux,arachide
6.5,63.01,23.08,117.89,43.18,limoneux,riz
5.85,42.3,12.33,76.7,24.88,sableux,mil
6.67,23.1,14.94,63.58,18.14,sablo-argileux,niebe
7.1,43.5,22.09,92.67,18.94,limono-argileux,sorgho
5.85,77.16,34.66,62.15,56.1,limoneux,riz
5.95,57.99,34.47,65.37,57.71,limoneux,riz
6.65,32.08,15.84,104.37,28.95,sableux,mil
5.36,64.26,48.0,71.07,41.15,argileux,riz
5.21,60.94,26.26,93.37,49.2,limoneux,riz
6.02,50.31,37.98,125.97,26.54,sablo-argileux,sorgho
7.25,52.93,24.23,120.03,26.81,limono-argileux,sorgho
5.89,55.37,25.36,75.06,17.71,sablo-argileux,sorgho
6.75,35.49,30.81,94.6,18.77,limono-argileux,sorgho
6.3,30.15,18.68,78.33,23.39,sableux,niebe
6.66,29.1,26.0,42.54,19.29,sablo-limoneux,arachide
7.0,40.7,34.3,113.15,17.65,limono-argileux,sorgho
7.05,49.47,36.46,83.85,31.36,sablo-argileux,sorgho
6.84,56.29,24.21,117.81,16.19,limono-argileux,sorgho
6.51,43.37,22.33,81.1,22.95,sableux,niebe
6.64,28.23,33.49,50.29,13.09,sableux,arachide
6.04,26.99,14.25,69.3,23.37,sablo-argileux,mil
6.29,72.26,26.24,88.12,51.45,argileux,riz
7.08,32.86,11.6,55.89,14.21,sablo-argileux,niebe
5.66,47.4,21.8,68.6,24.71,sableux,mil
6.48,29.95,22.83,85.81,16.52,sableux,mil
6.92,23.54,13.46,67.67,16.14,sableux,mil
5.83,22.68,19.9,50.27,14.28,sablo-limoneux,arachide
6.9,51.51,15.9,90.38,29.5,sablo-argileux,sorgho
6.52,33.9,15.67,92.13,19.49,sablo-argileux,niebe
7.25,49.62,20.82,123.7,31.69,limono-argileux,sorgho
6.55,22.36,27.95,76.73,28.02,sableux,mil
5.65,35.94,24.34,54.87,27.24,sableux,mil
6.67,26.77,29.76,63.29,12.82,sablo-limoneux,arachide
6.76,48.11,27.34,73.35,31.38,limono-argileux,sorgho
7.23,39.58,33.89,71.33,16.58,limono-argileux,sorgho
6.69,30.57,35.56,69.46,22.99,limono-argileux,sorgho
5.06,75.29,47.55,131.56,59.19,argileux,riz
6.39,38.61,17.22,85.87,10.65,sablo-argileux,mil
5.1,61.81,30.7,88.66,65.49,argileux,riz
6.24,24.31,30.61,46.39,19.16,sablo-limoneux,arachide
6.44,27.76,23.07,105.68,11.78,sablo-argileux,mil
6.9,43.66,12.47,68.79,24.12,sableux,niebe
7.16,52.31,20.63,72.28,25.83,sablo-argileux,sorgho
6.34,47.0,14.76,59.59,19.95,sableux,mil
5.94,28.58,16.46,57.41,13.78,sableux,arachide
6.65,48.64,14.51,88.12,22.4,sablo-argileux,mil
5.06,73.44,49.35,75.51,38.12,limoneux,riz
5.64,37.75,13.15,81.1,22.6,sablo-argileux,mil
6.44,44.42,18.03,76.26,20.14,sablo-argileux,sorgho
6.05,46.09,20.88,59.1,12.0,sablo-argileux,mil
6.01,40.96,41.41,88.06,34.5,limoneux,riz
6.69,58.46,22.38,126.35,29.99,sablo-argileux,sorgho
5.75,16.66,30.66,71.66,18.92,sablo-limoneux,arachide
6.44,35.02,14.22,86.03,19.58,sableux,mil
7.17,50.16,39.96,65.77,25.55,limono-argileux,sorgho
5.84,24.13,23.14,59.13,29.41,sablo-argileux,mil
6.11,38.9,22.1,62.5,13.83,sablo-argileux,niebe
5.83,56.65,39.57,120.37,30.54,sablo-argileux,sorgho
5.95,77.98,36.06,115.91,51.21,limoneux,riz
6.92,45.67,30.96,68.9,25.31,sablo-argileux,sorgho
5.25,42.19,27.36,149.98,48.73,limoneux,riz
7.0,28.26,23.22,84.71,17.45,sableux,niebe
6.17,40.42,18.48,65.89,20.13,sablo-argileux,niebe
7.12,31.89,21.43,84.32,21.69,sableux,niebe
6.36,20.96,23.19,68.18,22.12,sableux,arachide
7.4,56.1,32.62,93.46,34.06,limono-argileux,sorgho
6.12,46.69,15.37,122.34,22.13,sablo-argileux,sorgho
6.97,35.84,24.97,114.88,25.81,sablo-argileux,sorgho
7.31,32.45,38.02,109.29,28.47,limono-argileux,sorgho
6.24,37.42,35.98,60.33,34.03,limono-argileux,sorgho
7.11,31.24,17.18,53.97,17.25,sableux,niebe
6.76,40.71,35.24,93.79,21.46,limono-argileux,sorgho
6.57,45.85,35.53,121.58,18.65,sablo-argileux,sorgho
6.38,39.76,18.88,67.96,26.08,limono-argileux,sorgho
5.03,42.72,44.62,145.5,67.93,limoneux,riz
7.13,54.48,29.88,72.94,22.36,sablo-argileux,sorgho
5.76,29.21,25.09,69.65,19.94,sablo-limoneux,arachide
6.48,33.76,30.42,43.4,15.31,sablo-limoneux,arachide
6.54,43.01,28.44,51.74,15.1,sableux,mil
5.56,32.86,27.77,79.32,20.12,sableux,mil
5.57,78.19,40.13,144.62,56.33,limoneux,riz
5.94,35.97,23.49,62.71,19.44,sablo-argileux,sorgho
5.09,51.84,31.55,101.81,52.96,limoneux,riz
5.09,43.37,35.56,114.57,37.6,argileux,riz
7.09,34.23,22.57,88.91,16.7,sablo-argileux,niebe
5.76,23.81,22.52,73.54,21.84,sablo-limoneux,arachide
5.11,68.42,45.56,144.83,55.13,limoneux,riz
6.24,32.59,12.22,52.16,17.93,sablo-argileux,niebe
5.7,25.75,21.57,44.65,22.33,sableux,arachide
7.2,32.46,26.44,122.61,34.82,limono-argileux,sorgho
5.55,60.48,34.61,137.65,43.38,argileux,riz
5.69,76.88,35.71,71.36,48.93,argileux,riz
6.34,35.36,16.91,52.94,28.26,sablo-argileux,mil
5.94,43.3,23.2,67.85,26.29,sableux,mil
6.86,26.92,21.46,86.45,19.91,sableux,arachide
6.47,45.05,29.39,70.9,14.9,sablo-argileux,mil
5.96,79.26,27.5,80.33,32.84,limoneux,riz
6.31,30.75,24.7,61.84,13.83,sablo-limoneux,arachide
6.32,20.43,10.61,51.78,20.54,sableux,mil
5.96,72.44,39.83,137.53,34.64,argileux,riz
6.9,56.21,22.21,94.11,19.33,sablo-argileux,sorgho
5.73,36.63,15.04,49.39,23.11,sableux,arachide
6.08,32.36,30.74,63.34,18.66,sablo-limoneux,arachide
7.28,46.12,18.01,69.19,19.05,sablo-argileux,sorgho
6.55,43.52,29.38,117.39,29.56,sablo-argileux,sorgho
7.0,33.18,24.88,64.13,24.18,sableux,niebe
6.1,42.16,29.25,94.03,24.43,sableux,mil
5.56,54.3,45.9,84.01,36.51,limoneux,riz
6.07,38.56,12.92,97.65,22.4,sablo-argileux,niebe
7.06,44.99,17.82,126.49,17.08,limono-argileux,sorgho
6.88,33.6,27.61,70.28,22.95,sablo-limoneux,arachide
6.09,41.06,14.7,88.52,23.27,sablo-argileux,niebe
6.01,46.46,26.59,66.32,30.78,sablo-argileux,sorgho
6.47,32.34,16.26,54.56,22.16,sableux,niebe
6.2,37.23,32.98,74.85,27.62,limono-argileux,sorgho
6.23,46.0,17.19,51.84,23.3,sablo-argileux,niebe
6.26,49.09,22.53,64.51,20.22,sablo-argileux,mil
6.24,31.02,20.33,71.32,15.2,sableux,arachide
7.13,34.91,19.45,113.23,20.2,sablo-argileux,sorgho
6.07,34.74,26.91,55.07,20.25,sablo-limoneux,arachide
5.88,59.16,27.47,94.68,42.95,argileux,riz
6.28,77.79,42.56,75.92,59.9,argileux,riz
6.61,30.69,19.3,56.46,24.03,sablo-limoneux,arachide
6.09,20.76,26.47,40.11,19.82,sableux,arachide
6.77,31.53,15.1,87.64,23.53,sableux,arachide
7.06,46.75,10.19,84.98,15.43,sableux,niebe
5.97,24.18,28.88,50.63,25.59,sableux,mil
6.37,43.39,40.64,145.29,40.33,limoneux,riz
6.39,41.85,18.57,116.15,26.22,limono-argileux,sorgho
6.22,44.84,25.05,61.92,28.21,limono-argileux,sorgho
5.42,44.61,46.5,96.92,53.78,argileux,riz
6.5,47.76,11.51,72.48,24.13,sablo-argileux,niebe
6.62,49.04,13.59,102.54,23.81,sableux,mil
6.48,71.92,22.72,112.9,50.65,argileux,riz
6.59,19.37,20.12,81.25,20.21,sableux,arachide
7.17,27.82,24.76,95.03,14.88,sablo-argileux,niebe
6.4,43.41,36.28,98.93,19.25,limono-argileux,sorgho
5.96,33.02,26.02,84.97,20.34,sablo-argileux,mil
6.85,35.97,22.04,41.42,18.11,sablo-limoneux,arachide
6.53,26.35,15.21,74.47,16.03,sableux,arachide
6.68,21.58,34.5,69.6,13.16,sablo-limoneux,arachide
5.65,74.57,36.81,148.02,67.61,limoneux,riz
6.34,55.46,31.59,109.22,52.31,limoneux,riz
6.9,38.41,16.08,98.12,17.85,sableux,niebe
6.31,58.07,43.46,138.08,68.66,argileux,riz
6.91,57.1,25.41,113.11,21.91,sablo-argileux,sorgho
6.37,29.02,10.54,119.76,10.26,sableux,mil
6.54,44.29,27.24,96.85,19.42,sablo-argileux,sorgho
6.33,52.34,45.12,80.24,69.16,limoneux,riz
7.2,53.87,27.49,76.41,31.08,sablo-argileux,sorgho
6.42,35.37,20.59,86.38,10.68,sableux,arachide
5.96,56.41,44.23,65.84,32.52,limoneux,riz
5.31,64.53,43.6,74.19,51.87,limoneux,riz
6.63,39.38,30.2,83.2,19.67,sablo-limoneux,arachide
6.9,19.89,34.15,62.25,22.56,sablo-limoneux,arachide
6.95,49.93,22.09,53.74,16.34,sablo-argileux,niebe
5.32,40.9,24.9,76.18,45.24,limoneux,riz
5.93,53.28,23.27,64.07,64.52,limoneux,riz
5.98,58.86,32.07,65.63,25.35,sablo-argileux,sorgho
6.28,37.49,28.2,120.76,18.46,sablo-argileux,sorgho
5.82,38.31,32.95,82.67,29.27,sablo-argileux,sorgho
6.3,32.3,29.72,40.9,18.9,sableux,arachide
5.09,77.48,29.17,120.72,52.5,limoneux,riz
5.5,47.86,22.25,75.38,11.92,sableux,mil
7.14,59.04,23.55,113.68,29.66,sablo-argileux,sorgho
7.22,44.23,35.36,116.17,31.49,limono-argileux,sorgho
6.48,40.99,30.05,110.25,61.4,limoneux,riz
6.89,32.61,26.52,113.75,26.45,sablo-argileux,mil
6.34,43.46,32.84,100.57,18.97,limono-argileux,sorgho
5.74,30.47,25.06,88.98,10.05,sableux,arachide
6.39,29.63,30.07,62.44,22.77,sablo-limoneux,arachide
5.56,30.45,18.4,88.27,10.24,sableux,arachide
7.37,51.02,28.72,90.73,16.91,limono-argileux,sorgho
5.7,27.35,32.38,59.95,18.21,sableux,arachide
6.18,38.62,18.85,86.89,22.36,sablo-argileux,niebe
6.08,37.42,20.22,75.83,14.45,sablo-argileux,niebe
6.02,53.64,34.92,96.17,15.52,sablo-argileux,sorgho
6.3,24.37,19.99,112.07,11.97,sableux,mil
6.03,25.91,21.34,76.82,19.88,sablo-limoneux,arachide
5.84,26.1,21.78,80.91,27.93,sableux,mil
6.93,48.72,23.21,115.32,28.44,sableux,mil
6.83,29.39,29.12,44.75,24.33,sablo-limoneux,arachide
5.67,73.74,48.43,89.83,30.41,limoneux,riz
5.59,60.56,27.3,81.12,42.42,argileux,riz
5.61,43.46,22.55,60.05,43.23,argileux,riz
6.66,37.8,32.88,83.28,28.58,limono-argileux,sorgho
6.77,22.25,15.57,46.93,19.76,sableux,arachide
5.92,24.58,15.32,77.48,18.63,sableux,arachide
6.62,51.26,16.09,101.72,19.48,sablo-argileux,sorgho
6.52,37.98,24.93,95.51,20.07,sableux,niebe
6.98,25.11,34.5,44.37,11.76,sableux,arachide
5.54,44.03,34.45,64.04,63.39,limoneux,riz
6.13,46.29,20.37,58.63,15.01,sablo-argileux,niebe
6.35,20.32,11.58,80.07,19.74,sableux,niebe
6.28,23.16,29.35,87.97,17.98,sablo-limoneux,arachide
6.16,78.54,47.78,111.14,67.29,argileux,riz
6.68,45.17,39.85,69.21,19.05,sablo-argileux,sorgho
5.74,68.6,22.6,114.6,68.65,argileux,riz
5.65,27.59,29.37,63.95,19.88,sablo-limoneux,arachide
7.06,47.96,32.94,86.59,22.55,limono-argileux,sorgho
6.61,47.75,15.49,100.08,17.35,sablo-argileux,mil
5.8,30.48,24.68,67.2,13.62,sablo-limoneux,arachide
5.96,38.58,34.45,129.68,30.77,limono-argileux,sorgho
5.87,30.72,17.34,61.43,10.3,sablo-argileux,mil
5.88,35.35,17.88,42.05,17.03,sableux,arachide
6.75,46.94,22.62,81.45,22.39,sablo-argileux,niebe
5.97,24.15,21.32,51.79,10.47,sableux,mil
6.21,45.3,18.51,129.18,26.78,sablo-argileux,sorgho
5.85,23.94,14.33,77.33,13.4,sableux,mil
6.21,67.19,49.18,141.16,50.41,limoneux,riz
5.78,35.89,21.06,108.08,20.55,sablo-argileux,mil
6.28,32.32,19.33,103.8,29.23,sableux,mil
6.02,43.28,21.55,114.43,31.48,sablo-argileux,sorgho
7.06,39.91,24.46,74.55,20.19,sableux,niebe
5.64,45.13,43.36,113.85,31.45,limoneux,riz
6.42,33.03,18.94,78.71,13.71,sableux,niebe
6.35,72.83,30.82,63.9,46.29,limoneux,riz
6.53,35.81,19.67,51.91,24.25,sableux,arachide
7.0,53.09,16.69,90.43,27.98,limono-argileux,sorgho
6.23,24.44,18.84,57.51,16.62,sableux,niebe
6.17,25.77,24.88,46.03,23.65,sableux,arachide
6.84,22.58,19.14,63.49,12.39,sablo-argileux,niebe
6.43,32.87,22.23,54.09,19.29,sableux,mil
5.93,22.54,10.02,81.03,25.87,sablo-argileux,mil
6.07,25.49,25.25,55.19,13.08,sablo-argileux,mil
6.18,30.68,39.61,105.26,30.61,limono-argileux,sorgho
5.79,42.41,10.62,74.13,17.1,sablo-argileux,mil
5.62,53.37,38.96,133.4,64.45,argileux,riz
6.35,62.87,35.3,69.3,47.06,argileux,riz
5.79,26.11,24.13,71.96,23.78,sableux,arachide
6.33,37.94,24.98,81.86,14.16,sableux,arachide
6.86,39.1,32.56,77.18,24.93,sablo-limoneux,arachide
6.47,60.77,29.15,111.57,69.92,limoneux,riz
6.66,43.83,10.1,89.88,20.64,sablo-argileux,niebe
6.17,16.16,20.38,53.54,20.57,sableux,arachide
6.33,30.05,24.73,109.46,25.36,sableux,mil
6.34,48.13,15.77,95.45,34.99,sablo-argileux,sorgho
5.33,76.81,23.14,131.17,30.14,limoneux,riz
7.15,45.41,25.67,101.9,18.57,sablo-argileux,sorgho
5.23,66.08,45.84,84.47,46.45,argileux,riz
6.55,55.78,23.72,71.82,34.23,sablo-argileux,sorgho
6.37,37.58,11.76,118.17,16.03,sableux,mil
5.83,41.26,24.61,124.59,16.01,limono-argileux,sorgho
6.05,20.38,15.41,77.17,21.14,sableux,arachide
6.38,48.65,37.85,127.55,17.47,sablo-argileux,sorgho
6.57,20.98,28.93,53.93,14.25,sablo-limoneux,arachide
6.4,56.95,40.42,76.54,54.49,limoneux,riz
6.12,65.21,47.74,120.44,63.14,argileux,riz
7.23,32.24,15.42,107.75,24.24,sablo-argileux,sorgho
6.14,43.93,14.68,59.04,22.09,sableux,niebe
6.48,75.77,23.65,84.48,45.83,limoneux,riz
6.05,25.82,16.55,92.88,15.47,sablo-argileux,niebe
5.75,35.64,29.55,83.97,16.1,sablo-argileux,mil
6.47,46.58,21.04,116.2,31.35,limono-argileux,sorgho
6.18,25.76,11.92,94.7,25.47,sableux,mil
6.73,25.6,18.64,70.27,17.38,sablo-argileux,niebe
5.82,59.58,18.3,79.82,17.17,limono-argileux,sorgho
6.69,30.33,33.96,65.87,22.62,sableux,arachide
7.24,31.93,31.1,117.94,22.78,limono-argileux,sorgho
6.38,42.94,24.05,66.65,23.35,sablo-argileux,niebe
5.71,27.02,28.57,94.58,16.61,sableux,mil
6.17,42.43,38.32,111.42,31.87,sablo-argileux,sorgho
6.29,38.82,33.84,72.82,20.93,sableux,arachide
5.93,41.02,45.06,74.14,35.2,argileux,riz
5.87,23.8,27.77,77.75,18.57,sablo-limoneux,arachide
6.27,38.54,35.0,114.13,20.67,limono-argileux,sorgho
5.8,38.77,31.1,70.59,15.48,sablo-limoneux,arachide
5.84,45.06,25.3,108.23,34.4,limono-argileux,sorgho
7.0,39.67,34.22,68.32,23.64,sablo-limoneux,arachide
5.65,32.5,30.25,63.72,19.23,sableux,arachide
6.47,46.35,18.09,79.38,28.87,sableux,mil
6.18,48.02,15.97,96.63,18.66,sablo-argileux,sorgho
6.54,47.41,19.82,78.72,10.25,sableux,mil
6.7,38.95,20.14,75.47,15.71,sableux,niebe
6.28,41.75,29.56,71.53,10.15,sablo-argileux,mil
5.77,70.05,34.17,127.03,59.46,argileux,riz
6.73,40.14,23.16,118.74,28.5,sableux,mil
5.34,42.49,29.4,116.02,42.07,limoneux,riz
6.15,70.15,21.66,107.23,37.24,limoneux,riz
5.91,52.45,27.97,88.5,63.04,limoneux,riz
6.33,66.72,33.83,103.29,35.19,argileux,riz
6.02,37.97,29.72,66.51,26.03,sablo-argileux,mil
5.93,78.57,31.82,122.11,31.21,limoneux,riz
6.28,41.11,14.42,87.3,22.27,sableux,niebe
6.71,28.06,25.29,78.75,23.02,sablo-limoneux,arachide
5.78,54.96,45.84,89.15,30.72,limoneux,riz
5.43,75.45,23.69,113.46,62.38,limoneux,riz
6.29,48.3,19.85,113.76,23.29,sableux,mil
6.54,31.34,18.21,97.69,20.28,sableux,mil
5.77,41.0,26.8,109.8,29.89,sableux,mil
6.46,41.68,25.18,76.02,25.04,sablo-argileux,sorgho
6.63,34.95,21.14,101.72,28.38,sableux,mil
6.69,23.61,24.83,50.46,17.28,sablo-limoneux,arachide
6.93,38.71,21.28,73.32,16.07,sablo-argileux,mil
6.75,45.69,21.3,96.36,14.43,sablo-argileux,niebe
6.32,56.19,39.72,90.22,56.88,argileux,riz
5.69,72.81,39.87,62.67,41.86,limoneux,riz
6.65,26.59,13.58,68.59,14.54,sableux,niebe
5.41,79.58,37.15,128.84,54.91,limoneux,riz
6.23,30.36,11.5,67.08,18.51,sableux,niebe
6.43,42.98,26.25,60.7,21.99,sablo-argileux,sorgho
6.72,30.28,23.35,62.34,19.58,sableux,niebe
6.13,15.92,28.59,73.93,14.96,sableux,arachide
6.67,22.99,25.8,79.9,10.9,sableux,mil
7.22,35.16,19.6,127.57,20.54,sablo-argileux,sorgho
6.86,33.13,21.06,108.2,15.45,sablo-argileux,mil
5.51,42.64,19.37,118.99,27.46,sableux,mil
7.1,50.25,33.51,60.88,19.35,limono-argileux,sorgho
5.6,15.55,34.38,56.03,12.78,sablo-limoneux,arachide
6.1,35.16,37.11,108.8,32.34,limono-argileux,sorgho
6.05,48.95,40.44,88.6,55.53,limoneux,riz
5.75,16.47,28.11,61.87,12.4,sableux,arachide
6.93,21.13,15.49,76.49,13.22,sablo-argileux,niebe
6.83,27.96,14.3,95.74,20.25,sableux,niebe
6.32,29.93,23.62,69.31,13.76,sablo-limoneux,arachide
6.23,47.17,15.42,79.25,16.2,sableux,niebe
6.7,18.15,32.91,68.21,21.54,sablo-limoneux,arachide
6.06,48.35,35.51,87.73,17.5,sablo-argileux,sorgho
6.8,20.93,16.56,89.18,17.32,sablo-limoneux,arachide
6.57,27.37,21.93,90.16,17.71,sableux,niebe
6.41,17.07,28.17,52.72,13.36,sablo-limoneux,arachide
5.98,31.97,18.27,77.95,21.18,sableux,arachide
7.21,31.96,28.59,72.07,23.57,limono-argileux,sorgho
6.27,48.08,18.24,114.05,16.37,sableux,mil
5.86,51.95,17.79,91.35,15.5,sablo-argileux,sorgho
6.11,46.92,12.14,52.68,23.95,sableux,mil
5.97,36.0,20.62,81.1,27.57,sablo-argileux,sorgho
6.42,34.67,29.68,85.2,15.07,sableux,arachide
7.27,59.07,24.22,77.45,33.78,limono-argileux,sorgho
6.55,22.09,21.96,72.07,14.87,sableux,niebe
6.06,49.43,20.16,69.7,30.83,sablo-argileux,sorgho
6.43,27.98,23.02,98.96,22.96,sableux,niebe
6.61,26.35,17.22,108.38,17.76,sablo-argileux,mil
6.01,35.88,23.19,59.52,22.86,sablo-limoneux,arachide
5.93,35.98,31.08,63.63,21.95,sablo-limoneux,arachide
6.67,31.45,31.21,54.04,23.47,sableux,arachide
5.2,51.61,25.02,92.74,62.08,argileux,riz
6.11,28.91,33.4,56.1,18.39,sablo-limoneux,arachide
6.65,42.9,38.43,95.97,33.07,sablo-argileux,sorgho
6.08,46.71,23.48,51.42,13.34,sableux,niebe
6.58,24.41,19.18,54.5,17.31,sableux,niebe
6.24,22.52,22.46,103.81,16.61,sablo-argileux,mil
5.41,73.68,21.61,68.29,37.62,limoneux,riz
6.19,17.31,23.23,65.23,19.89,sableux,arachide
6.88,45.6,30.14,100.29,15.33,limono-argileux,sorgho
5.22,46.43,37.98,94.84,65.37,argileux,riz
5.95,28.39,12.08,104.48,19.57,sablo-argileux,mil
6.9,40.29,14.04,102.96,28.89,sablo-argileux,mil
5.75,31.48,32.21,67.23,21.44,sablo-limoneux,arachide
6.67,16.34,31.55,42.53,16.19,sableux,arachide
6.4,22.54,24.21,60.72,16.92,sableux,mil
6.97,30.43,14.11,55.12,22.43,sablo-argileux,mil
5.7,33.77,22.5,82.19,20.48,sableux,arachide
6.91,55.32,19.47,109.54,25.67,limono-argileux,sorgho
6.46,21.2,29.26,85.34,19.21,sableux,arachide
5.88,45.8,23.52,113.41,21.69,sableux,mil
5.65,41.6,20.84,94.1,20.23,sablo-argileux,mil
6.12,27.41,24.5,58.65,24.49,sableux,arachide
6.09,55.85,20.21,125.51,25.6,sablo-argileux,sorgho
6.44,48.18,16.41,116.94,34.62,limono-argileux,sorgho
6.28,59.64,37.21,61.25,58.33,limoneux,riz
5.6,36.98,18.02,93.34,19.09,sablo-argileux,mil
5.0,49.63,33.57,61.95,53.63,argileux,riz
7.04,38.1,24.95,57.81,21.81,sableux,niebe
5.63,30.56,27.49,117.88,22.27,sableux,mil
5.95,46.22,39.81,120.64,67.4,argileux,riz
6.02,24.15,21.73,92.79,13.71,sableux,niebe
5.47,78.72,34.36,140.94,50.48,limoneux,riz
6.83,18.44,29.88,83.61,13.72,sableux,arachide
6.41,34.4,22.95,71.4,15.59,sableux,niebe
6.06,44.43,29.96,117.05,28.6,limono-argileux,sorgho
5.1,53.99,49.27,72.44,31.39,limoneux,riz
6.97,46.0,38.71,92.54,23.98,sablo-argileux,sorgho
5.21,63.44,44.01,81.49,40.95,limoneux,riz
6.94,35.71,15.22,77.76,11.61,sablo-limoneux,arachide
5.62,40.55,15.91,74.53,19.66,sableux,mil
7.19,33.32,17.7,124.32,18.46,limono-argileux,sorgho
6.0,61.28,28.24,115.5,47.78,limoneux,riz
6.54,31.89,27.98,111.43,27.64,limono-argileux,sorgho
7.14,38.06,16.93,108.77,22.43,sablo-argileux,sorgho
6.33,37.67,31.29,70.01,21.49,sablo-argileux,sorgho
6.02,47.97,22.73,75.61,19.68,sablo-argileux,sorgho
6.31,75.66,32.38,87.54,50.99,argileux,riz
6.34,21.06,22.72,84.38,12.61,sablo-argileux,niebe
6.98,21.11,32.92,49.9,12.93,sablo-limoneux,arachide
6.36,79.31,43.47,77.15,59.03,argileux,riz
6.68,29.93,19.25,79.49,19.22,sablo-limoneux,arachide
5.61,22.36,34.92,50.74,16.71,sablo-limoneux,arachide
6.1,45.56,23.79,115.67,20.76,sableux,mil
6.44,22.11,24.29,71.16,11.13,sableux,arachide
5.98,37.27,12.38,88.11,16.57,sableux,mil
6.04,21.5,15.21,78.19,13.39,sableux,mil
5.08,50.81,20.66,91.54,31.49,argileux,riz
5.18,47.07,46.05,60.48,57.44,argileux,riz
6.42,38.62,36.33,85.13,25.64,sablo-argileux,sorgho
6.46,28.82,18.57,78.05,25.77,sableux,mil
6.69,48.25,17.66,102.03,26.31,limono-argileux,sorgho
5.46,41.42,35.34,70.04,49.52,argileux,riz
6.03,21.08,11.52,58.81,16.16,sablo-argileux,niebe
6.88,42.87,26.91,94.2,18.71,sableux,mil
6.41,42.75,10.75,63.73,29.27,sableux,mil
5.79,68.07,32.47,88.76,41.54,argileux,riz
6.76,22.33,12.82,69.44,12.9,sablo-argileux,niebe
6.4,30.59,20.09,70.14,11.82,sablo-limoneux,arachide
6.51,43.74,19.03,58.37,23.03,sableux,niebe
6.3,24.04,17.06,50.45,15.48,sablo-argileux,niebe
6.25,34.82,18.66,75.64,33.96,sablo-argileux,sorgho
6.93,21.91,15.18,115.42,13.44,sableux,mil
7.18,36.6,12.7,81.96,20.0,sablo-argileux,niebe
5.91,69.69,30.56,75.98,64.49,limoneux,riz
5.53,28.95,26.41,67.78,20.89,sablo-limoneux,arachide
7.12,48.74,15.35,88.89,19.0,sableux,niebe
6.11,79.8,45.93,113.15,55.32,limoneux,riz
6.67,45.77,16.8,111.34,23.87,limono-argileux,sorgho
7.11,42.84,22.78,97.35,13.81,sableux,niebe
6.5,38.43,28.57,75.66,20.3,limono-argileux,sorgho
6.92,38.85,26.65,71.74,24.92,limono-argileux,sorgho
7.21,43.54,15.31,110.79,26.24,sablo-argileux,sorgho
7.44,53.8,34.06,87.17,24.88,sablo-argileux,sorgho
6.48,36.97,34.09,79.57,22.23,sablo-limoneux,arachide
6.79,33.7,18.63,117.75,21.14,sableux,mil
6.62,27.64,22.38,88.54,20.71,sableux,mil
6.65,33.31,25.83,75.03,31.83,limono-argileux,sorgho
5.63,36.04,16.26,40.37,20.48,sablo-limoneux,arachide
5.5,43.49,18.93,67.83,23.16,sablo-argileux,mil
6.96,17.1,17.24,49.71,12.74,sablo-limoneux,arachide
6.51,47.75,32.07,102.49,27.47,limono-argileux,sorgho
6.26,57.7,44.86,149.69,49.97,argileux,riz
6.36,23.63,27.62,51.36,15.28,sableux,arachide
6.38,21.84,24.92,50.23,17.93,sablo-argileux,mil
